"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX870501_Reactions_Loss_Cried","Cried about the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501010000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Listened_Music_Cope","Listened to music to cope with the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501020000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Emotions_Out_Control","I felt my emotions were out of control after the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501030000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Kept_Thought_myself","Kept thoughts and feelings about the loss to myself","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501040000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Feeling_Positive_Life_Before","I found myself feeling positive about my life before the loss.","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501050000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Tried_Forget","I tried to forget the whole thing","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501060000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Overate","Overate because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501070000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_More_Tolerant","I became a more tolerant person following the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501080000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Trouble_Eating","Had trouble eating because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501090000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Took_Prescription_Medication","Took prescription medication because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501100000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Physical_Activity_After","Engaged in increased physical activity after the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501110000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_talked_Counselor","Talked to a counselor about the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501120000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Worried_Ordinary_Things","I worried more about ordinary things","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501130000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Thought_Suicide","Thought about suicide because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501140000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Wrote_Journal","Wrote in a journal about the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501150000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Religious_Spritual_Personally_Meaningful_Activities","Engaged in religious, spiritual, or personally meaningful activities to make sense of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501160000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Used_Alcohol_Drugs_Cope","Used alcohol or drugs to cope with the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501170000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Tried_Not_Think_About","I tried hard not to think about the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501180000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Better_Empathize_With_Others","I am better able to empathize with others after the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501190000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Missed_Classes","Missed classes because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501200000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Engaged_Distracting_Activities","Engaged in more distracting activities such as watching T.V. because of the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501210000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
"PX870501_Reactions_Loss_Change_Sexual_Activities","Change in amount of sexual activity following the loss","DCW_870501.doc","encoded values","","","","","","","PhenX","PX870501220000","","","","","1 = Never","2 = Rarely","3 = Some-times","4 = Often","5 = Very Often,6 = Always"
