VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_Ads_Interent_HowOften,"When you are using the Internet, how often do you see any ads or promotions for cigarettes or other tobacco products?",DCW_740101.doc,encoded values,,,,,,,PhenX,PX740101010000,,,,,A = I do not use the Internet (Go to Q7),B = Never,C = Rarely,D = Sometimes,E = Most of the time,F = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_Internet_Use_HowOften,"Overall, how often do you use the Internet?",DCW_740101.doc,encoded values,,,,,,,PhenX,PX740101020000,,,,,1 = Several times a day,2 = About once a day,3 = 3-5 days a week,4 = 1-2 days a week,5 = Every few weeks,6 = Less often,7 = Don't have regular internet access,(-8) = Don't know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_Have_SocialNetworking_Account,"Do you have a Facebook, Google Plus, MySpace, Twitter, or other social networking account?",DCW_740101.doc,encoded values,,,,,skip logic,"ASK: Respondents who have access to the internet (Q2 = NE 7, -8 or -7)",PhenX,PX740101030000,,,,,1 = Yes,2 = No (End Questionnaire),(-8) = Don't know go to Q6,(-7) = Refused go to Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_Social_Networking_HowOften,"How often do you visit your Facebook, Google Plus, MySpace, Twitter, or other social networking account?",DCW_740101.doc,encoded values,,,,,skip logic,ASK: Respondents who have a Facebook or other social networking account (Q3 = 1).,PhenX,PX740101040000,,,,,1 = Several times a day,2 = Daily,3 = Weekly,4 = Monthly or less,(-8) = Don't know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_DiscussedTobacco_SocialNetworking,"Has anyone discussed tobacco products on your Facebook, Google Plus, MySpace, Twitter, or other social networking account?",DCW_740101.doc,encoded values,,,,,skip logic,ASK: Respondents who have a Facebook or other social networking account (Q3 = 1).,PhenX,PX740101050000,,,,,1 = Yes,2 = No (End Questionnaire),(-8) = Don't Know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_6Months_EmailArticlesVideosOnline_TobaccoProducts,"In the past 6 months, have you ever signed up for e-mail alerts about tobacco products, read articles online about tobacco products, or watched a video online about tobacco products?",DCW_740101.doc,encoded values,,,,,skip logic,"ASK: Respondents who have access to the internet (Q2 = NE 7, -8 or -7)",PhenX,PX740101060000,,,,,1 = Yes,2 = No (End Questionnaire),(-8) = Don't Know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_30Days_TobaccoCompany_SendInformation,"During the past 30 days, did a tobacco company send you information (other than coupons) through ... (CHOOSE ALL THAT APPLY)",DCW_740101.doc,encoded values,,,,,,,PhenX,PX740101070000,,,,,A = The mail,B = E-mail,C = A text message,D = Some other way,E = I did not receive any information from a tobacco company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_6Months_TobaccoCompany_SendInformation,"In the past 6 months, did a tobacco company send you any information other than coupons?",DCW_740101.doc,encoded values,,,,,,,PhenX,PX740101080000,,,,,1 = Yes,2 = No (End Questionnaire),(-8) = Don't Know (End Questionnaire),(-7) = Refused (End Questionnaire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_TobaccoCompany_HowInfoReceived,How did a tobacco company send you any information other than coupons? Choose all that apply.,DCW_740101.doc,encoded values,,,,,skip logic,ASK: Respondents who have received information (Q6 = 1).,PhenX,PX740101090100,,,,,1 = The mail,2 = Email,3 = The Internet,4 = Social Networks (such as Facebook and Twitter),5 = A text message,6 = Some other way: Specify _________,(-8) = Don't Know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740101_Tobacco_Marketing_TobaccoCompany_HowInfoReceived_OtherWay,How did a tobacco company send you any information other than coupons? Choose all that apply.,DCW_740101.doc,string,,,,,skip logic,ASK: Respondents who have received information (Q6 = 1).,PhenX,PX740101090200,,,,,1 = The mail,2 = Email,3 = The Internet,4 = Social Networks (such as Facebook and Twitter),5 = A text message,6 = Some other way: Specify _________,(-8) = Don't Know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
