VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Breathing,"When my child feels frightened, it is hard for him/her to breathe",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801010000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Headaches_School,My child gets headaches when he/she is at school.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801020000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Strangers,My child doesn�t like to be with people he/she doesn�t know well.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801030000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Scared_Home,My child gets scared if he/she sleeps away from home.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801040000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Others,My child worries about other people liking him/her.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801050000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Pass_Out,"When my child gets frightened, he/she feels like passing out.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801060000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nervous,My child is nervous.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801070000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Follows_Parent,My child follows me wherever I go.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801080000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nervous_Others,People tell me that my child looks nervous.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801090000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nervous_Strangers,My child feels nervous with people he/she doesn�t know well.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801100000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
