VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Physician_Diagnosed_Stroke,Have you ever been told by a physician that you had a stroke?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301010000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Date_Stroke_Occurred_Month,When did the first stroke occur?,DCW_130301.doc,integer,month,,,,,,PhenX,PX130301020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Date_Stroke_Occurred_Year,When did the first stroke occur?,DCW_130301.doc,integer,year,,,,,,PhenX,PX130301020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Sudden_Loss_Of_Speech,Have you ever had any sudden loss or changes in speech lasting 24 hours or longer?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301030000,,,,,Yes,No,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Episode_Occur_Suddenly,Did the episode come on suddenly?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Slurred_Speech,Slurred speech like you were drunk?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301050100,,,,,Yes,No,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Wrong_Words,Could talk but the wrong words came out?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301050200,,,,,Yes,No,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Words_Would_Not_Come_Out,"Knew what you wanted to say, but the words would not come out?",DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301050300,,,,,Yes,No,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Could_Not_Find_Right_Words,Could not think of the right words?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301050400,,,,,Yes,No,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Most_Representative_Symptom,"[IF MORE THAN ONE OF ITEMS 5a-5d INDICATED, ASK ""WHICH OF THESE MOST CLOSELY DESCRIBES THE PROBLEM?""]",DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301050500,,,,,Slurred speech,Wrong words came out,Words would not come out,Could not think of the right words,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Numbness_Or_Tingling,Numbness or tingling?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301060100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Side_With_Numbness_Tingling,Did you have difficulty on:,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301060200,,,,,The right side only,The left side only,Both sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Paralysis_Or_Weakness,Paralysis or weakness?,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301060300,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Side_With_Paralysis_Weakness,Did you have difficulty on:,DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301060400,,,,,The right side only,The left side only,Both sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130301_Lightheadedness_Dizziness_Loss_Of_Balance,"Lightheadedness, dizziness, or loss of balance?",DCW_130301.doc,enumerated,,,,,,,PhenX,PX130301060500,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
