VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Frequency,"In the past 7 days, how many times was your baby usually fed in a 24-hour period? Please include breast feedings, bottles, meals, snacks and night-time feedings.",DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101010000,,,,,1 to 2,3,4,5,6,7,8 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Bed_With_Feeding_Frequency,"During the past 2 weeks, how often was your baby put to bed with a bottle of formula, breast milk, juice drink, or any other kind of milk?",DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101020000,,,,,"At most bedtimes, including naps","At most night bedtimes, but not naps","At most naps, but not night bedtimes","Only occasionally at bedtimes, including naps",Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Past_Two_Weeks,Did you give your baby a bottle in the past 2 weeks?,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Vitamin_Mineral,How often have you added each of the following items to your baby's bottle or to pumped (or expressed) breast milk in the past 2 weeks?  Vitamins or minerals.,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030200,,,,,Never,Only Rarely,Every Few Days,About Once a Day,At Most Feedings,Every Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Baby_Cereal,How often have you added each of the following items to your baby's bottle or to pumped (or expressed) breast milk in the past 2 weeks?  Baby Cereal.,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030300,,,,,Never,Only Rarely,Every Few Days,About Once a Day,At Most Feedings,Every Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Sweetener,How often have you added each of the following items to your baby's bottle or to pumped (or expressed) breast milk in the past 2 weeks?  Sweetener,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030400,,,,,Never,Only Rarely,Every Few Days,About Once a Day,At Most Feedings,Every Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Medicine,How often have you added each of the following items to your baby's bottle or to pumped (or expressed) breast milk in the past 2 weeks?  Medicine,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030500,,,,,Never,Only Rarely,Every Few Days,About Once a Day,At Most Feedings,Every Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Other,How often have you added each of the following items to your baby's bottle or to pumped (or expressed) breast milk in the past 2 weeks?  Other,DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101030601,,,,,Never,Only Rarely,Every Few Days,About Once a Day,At Most Feedings,Every Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Feeding_Bottle_Other_Item,Specify the item(s) added.,DCW_080101.doc,string,,,,,,,PhenX,PX080101030602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Breastfeeding_Session_Length,"IF YOUR BABY WAS BREASTFED OR FED BREAST MILK IN THE PAST 7 DAYS, About how long did an average breastfeeding session last?",DCW_080101.doc,enumerated,,,,,,,PhenX,PX080101040000,,,,,Less than 10 minutes,10 to 19 minutes,20 to 29 minutes,30 to 39 minutes,40 to 49 minutes,50 or more minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080101_Pumped_Breast_Milk_Times,How many times in the past 7 days was your baby fed pumped breast milk to drink? (Write in 0 if your baby was not fed pumped milk to drink.),DCW_080101.doc,integer,,,,,,,PhenX,PX080101050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
