VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_1_Age,Diphtheria Booster 1 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_1_Date_Day,Diphtheria Booster 1 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_1_Date_Month,Diphtheria Booster 1 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_1_Date_Year,Diphtheria Booster 1 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_2_Age,Diphtheria Booster 2 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_2_Date_Day,Diphtheria Booster 2 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_2_Date_Month,Diphtheria Booster 2 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_2_Date_Year,Diphtheria Booster 2 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_3_Age,Diphtheria Booster 3 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_3_Date_Day,Diphtheria Booster 3 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_3_Date_Month,Diphtheria Booster 3 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Diphtheria_Booster_3_Date_Year,Diphtheria Booster 3 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001010603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_1_Age,Hepatitis B Booster 1 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_1_Date_Day,Hepatitis B Booster 1 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_1_Date_Month,Hepatitis B Booster 1 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_1_Date_Year,Hepatitis B Booster 1 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_2_Age,Hepatitis B Booster 2 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_2_Date_Day,Hepatitis B Booster 2 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_2_Date_Month,Hepatitis B Booster 2 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_2_Date_Year,Hepatitis B Booster 2 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_3_Age,Hepatitis B Booster 3 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_3_Date_Day,Hepatitis B Booster 3 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_3_Date_Month,Hepatitis B Booster 3 Date - Month,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Hepatitis_B_Booster_3_Date_Year,Hepatitis B Booster 3 Date - Year,DCW_161001.doc,integer,,,,,,,PhenX,PX161001020603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Measles_Booster_1_Age,Measles Booster 1 Age,DCW_161001.doc,integer,,,,,,,PhenX,PX161001030100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161001_Measles_Booster_1_Date_Day,Measles Booster 1 Date - Day,DCW_161001.doc,integer,,,,,,,PhenX,PX161001030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
