"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992003_Long_Covid_Symptoms_Neurology_Headaches_Related","Have you experienced any new HEADACHES OR RELATED ISSUES since the start of your COVID-19 illness?","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003010000","","","","","Yes","No","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Headaches_Symptoms","Which of the following symptoms have you experienced since the start of your COVID-19 illness?","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003020000","","","","","Headaches, at the base of the skull","Headaches, in the temples","Headaches, behind the eyes","Headaches, diffuse (entire brain)","Headaches/pain after mental exertion","Headaches, other","Sensation of brain warmth/\"on fire\"","Sensation of brain pressure,Migraines,Stiff neck,None of the above,"
"PX992003_Long_Covid_Symptoms_Neurology_Headaches_Symptoms_Other","Which of the following symptoms have you experienced since the start of your COVID-19 illness? Headaches, other","DCW_992003.doc","string","","","","","ASK IF \"Which of the following symptoms have you experienced since the start of your COVID-19 illness?\" = \"Headaches, other\"","","PhenX","PX992003020200","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Experience_Headache_Symptoms","When did you experience these symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. Headaches and related symptoms:","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003030000","","","","","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4","Month 5,Month 6,Month 7,,"
"PX992003_Long_Covid_Symptoms_Neurology_Smell_Taste_Changes","Have you experienced any changes to your SENSE OF SMELL OR TASTE since the start of your COVID-19 illness?","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003040000","","","","","Yes","No","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Smell_Taste_Symptoms","Which of the following symptoms have you experienced since the start of your COVID-19 illness?","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003050000","","","","","Loss of smell","Phantom smells (imagining/hallucinating smells - smelling things that aren't there)","Heightened sense of smell","Altered sense of smell","Loss of taste","Phantom taste (imagining/hallucinating tastes - tasting things when there's nothing in your mouth","Heightened sense of taste","Altered sense of taste,None of the above,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Experience_Smell_Taste_Symptoms","When did you experience these symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. Changes to sense of smell and taste","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003060000","","","","","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4","Month 5,Month 6,Month 7,,"
"PX992003_Long_Covid_Symptoms_Neurology_Phantom_Taste","If you had phantom tastes, please describe them:","DCW_992003.doc","string","","","","","","","PhenX","PX992003070000","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Phantom_Smells","If you had phantom smells, please describe them:","DCW_992003.doc","string","","","","","","","PhenX","PX992003080000","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Tremor_Vibration_Sensations","Have you experienced any TREMOR OR VIBRATION SENTATIONS since the start of your COVID-19 illness?","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003090000","","","","","Yes","No","","","","","",",,,,"
