VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX910902_Factor_Nine_Individual_Extended_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) to ensure quality specimens for coagulation testing followed?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902010100,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Winged_Butterfly,Was a winged butterfly collection system used?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902010200,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Discard_Tube,Was a discard tube drawn?,DCW_910902.doc,enumerated,,,,,ASK IF Q1.2=YES,,PhenX,PX910902010201,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020100,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Capped_Room_Temp,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020200,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Not_Refrigerated_Stored,Were samples not refrigerated or stored on ice or in an ice bath?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020300,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Not_Transported_Vertically,Were samples not transported vertically?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020400,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Not_Agitated,Were samples not agitated during transportation to avoid remixing of components?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020500,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Transported_Stored,Were procedures for samples transportation and storage followed?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020600,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Unprocessed_Sodium_Citrate,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020700,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Whole_Blood_Centrifuged,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020800,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Sample_Processing_Plasma_Processed_Centrifugation,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902020900,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Whole_Blood_PPP,Were whole blood samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_910902.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910902020901,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Whole_Blood_Assayed,Were samples assayed within 4 hours of collection?,DCW_910902.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910902020902,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter?",DCW_910902.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910902020903,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Frozen_Immediately,Were centrifuged samples frozen immedietely and stored at -20C for 2 weeks?,DCW_910902.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910902020904,,,,,Yes,No
PX910902_Factor_Nine_Individual__Extended_Transferred_Storage,"Were samples transferred to <-70C for longer storage, including shipment?",DCW_910902.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910902020905,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_One_Stage_Clotting_Factor_Assay,Were appropriate assays and instruments to perform the one-stage clotting factor assay chosen?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902030000,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Individual_Pharmacokinetic_Study,Did participants undergo a treatment-free washout period lasting longer than five half-lives?,DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902040000,,,,,Yes,No
PX910902_Factor_Nine_Individual_Extended_Interpretation_Individual_Pharmacokinetic_Results,"Were results interpreted according to these guidelines? The half-life of Factor IX therapies is highly variable (see [Iorio, 2017]) and the level at which an inhibitor is suggested has not been established. ",DCW_910902.doc,enumerated,,,,,,,PhenX,PX910902050000,,,,,Yes,No
