VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Health,"Over the past week, how have things been with your health?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303010000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Mood,"Over the past week, how have things been with your mood or feelings?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303020000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_School,"Over the past week, how have things been with school or learning?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303030000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Helping_Home,"Over the past week, how have things been with helping out at home?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303040000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Friends,"Over the past week, how have things been with getting along with friends?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303050000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Family,"Over the past week, how have things been with getting along with your family? ",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303060000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Free_Time,"Over the past week, how have things been with play or free time?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303070000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Getting_Things_Done,"Over the past week, how have things been with getting things done?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303080000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Love,"Over the past week, how have things been with your love or affection?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303090000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Getting_Buying_Things,"Over the past week, how have things been with getting or buying things?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303100000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Live,"Over the past week, how have things been with the place where you live?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303110000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Paying_Attention,"Over the past week, how have things been with paying attention?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303120000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Energy_Level,"Over the past week, how have things been with your energy level?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303130000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Feelings_Yourself,"Over the past week, how have things been with feelings about yourself?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303140000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180303_Quality_Of_Life_Enjoyment_And_Satisfaction_Children_Overall,"Overall, how has your life been?",DCW_180303.doc,encoded values,,,,,,,PhenX,PX180303150000,,,,,1 = Very Poor,2 = Poor,3 = Fair,4 = Good,5 = Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
