VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Sedatives,How old were you when you FIRST used Sedatives?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201010000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Tranquilizers,How old were you when you FIRST used Tranquilizers?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201020000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Painkillers,How old were you when you FIRST used Painkillers?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201030000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Stimulants,How old were you when you FIRST used Stimulants?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201040000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Marijuana,How old were you when you FIRST used Marijuana?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201050000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Cocaine,How old were you when you FIRST used Cocaine or Crack?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201060000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Hallucinogens,How old were you when you FIRST used Hallucinogens?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201070000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Inhalant,How old were you when you FIRST used Inhalant?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201080000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Heroin,How old were you when you FIRST used Heroin?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201090000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031201_First_Use_Age_Other,How old were you when you FIRST used Other?,DCW_031201.doc,integer,Age in years,1,99,,,,PhenX,PX031201100000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
