"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Repeated_Disturbing_Memories","In the past month, how much were you bothered by: Repeated, disturbing, and unwanted memories of the stressful experience?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002010000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Repeated_Disturbing_Dreams","In the past month, how much were you bothered by: Repeated, disturbing dreams of the stressful experience?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002020000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Feeling_Acting_Experience_Happening","In the past month, how much were you bothered by: Suddenly feeling or acting as if the stressful experience were actually happening again (as if you were actually back there reliving it)?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002030000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Feeling_Upset_Reminder","In the past month, how much were you bothered by: Feeling very upset when something reminded you of the stressful experience?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002040000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Physical_Reaction_Reminder","In the past month, how much were you bothered by: Having strong physical reactions when something reminded you of the stressful experience (for example, heart pounding, trouble breathing, sweating)?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002050000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Avoiding_Memories_Thoughts_Feelings","In the past month, how much were you bothered by: Avoiding memories, thoughts, or feelings related to the stressful experience?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002060000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Avoiding_External_Reminders","In the past month, how much were you bothered by: Avoiding external reminders of the stressful experience (for example, people, places, conversations, activities, objects, or situations)?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002070000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Trouble_Remembering_Important_Parts","In the past month, how much were you bothered by: Trouble remembering important parts of the stressful experience?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002080000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Negative_Beliefs","In the past month, how much were you bothered by: Having strong negative beliefs about yourself, other people, or the world (for example, having thoughts such as: I am bad, there is something seriously wrong with me, no one can be trusted, the world is completely dangerous)?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002090000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Blaming","In the past month, how much were you bothered by: Blaming yourself or someone else for the stressful experience or what happened after it?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002100000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Negative_Feelings","In the past month, how much were you bothered by: Having strong negative feelings such as fear, horror, anger, guilt, or shame?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002110000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Loss_Interest_Activities","In the past month, how much were you bothered by: Loss of interest in activities that you used to enjoy?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002120000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Feeling_Distant","In the past month, how much were you bothered by: Feeling distant or cut off from other people?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002130000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
"PX122002_PTSD_Symptoms_Self_Report_Past_Month_Positive_Feelings","In the past month, how much were you bothered by: Trouble experiencing positive feelings (for example, being unable to feel happiness or have loving feelings for people close to you)?","DCW_122002.doc","encoded values","","","","","","","PhenX","PX122002140000","","","","","0 = Not at all","1 = A little bit","2 = Moderately","3 = Quite a bit","4 = Extremely","","","","","","","","","","","","","","",""
