VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Responsibility_To_Family,I have a responsibility and commitment to my family,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010100,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Cope_With_Problems,I believe I can learn to adjust or cope with my problems,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010200,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Control_Over_Life,I believe I have control over my life and destiny,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010300,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Desire_To_Live,I have a desire to live,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010400,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Right_To_End_Life,I believe only God has the right to end a life,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010500,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Afraid_Of_Death,I am afraid of death,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010600,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Family_Love,My family might believe I did not love them,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010700,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Not_Miserable_Enough,I do not believe that things get miserable or hopeless enough that I would rather be dead,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010800,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Family_Needs,My family depends upon me and needs me,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902010900,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Want_To_Die,I do not want to die,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011000,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Children_Grow,I want to watch my children as they grow,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011100,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Better_Than_Nothing,Life is all we have and is better than nothing,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011200,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Future_Plans,I have future plans I am looking forward to carrying out,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011300,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Will_Not_Last,"No matter how badly I feel, I know that it will not last",DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011400,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Afraid_Of_Unknown,I am afraid of the unknown,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011500,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Enjoy_Family,I love and enjoy my family too much and could not leave them,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011600,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Experience_Life,I want to experience all that life has to offer and there are many experiences I haven't had yet which I want to have,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011700,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX640902_Suicide_Killing_Method_Fail,I am afraid that my method of killing myself would fail,DCW_640902.doc,encoded values,,,,,,,PhenX,PX640902011800,,,,,1 = Not At All Important,2 = Quite Unimportant,3 = Somewhat Unimportant,4 = Somewhat Important,5 = Quite Important,6 = Extremely Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
