VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Eat_Or_Drink,Did you eat or drink anything other than plain water after 11:30 last night?,DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801010000,,,,,Yes,No,Refused,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Last_Eat_Or_Drink_Date,When did you last eat or drink anything other than plain water?,DCW_140801.doc,Date,,,,,,,PhenX,PX140801010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Last_Eat_Or_Drink_Time,When did you last eat or drink anything other than plain?,DCW_140801.doc,Time,,,,,,,PhenX,PX140801010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Coffee_Tea,Have you had any of the following since {insert time from 1 here}?  Coffee or tea with cream and sugar? [Include milk or non-dairy creamers.],DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801020100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Coffee_Tea_Time,"If Yes, record time",DCW_140801.doc,Time,,,,,"If Yes, record time",,PhenX,PX140801020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Coffee_Tea_Date,"If Yes, record Date",DCW_140801.doc,Date,,,,,"If Yes, record Date",,PhenX,PX140801020102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Alcohol,"Have you had any of the following since {insert time from 1 here}?  Alcohol, such as beer, wine, or liquor?",DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801020201,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Alcohol_Time,"If Yes, record time",DCW_140801.doc,Time,,,,,"If Yes, record time",,PhenX,PX140801020202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Alcohol_Date,"If Yes, record date",DCW_140801.doc,Date,,,,,"If Yes, record date",,PhenX,PX140801020203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Gum,"Have you had any of the following since {insert time from 1 here}?  Gum, breath mints, lozenges, or cough drops, or other cough or cold remedies?",DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801020301,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Gum_Time,"If Yes, record time",DCW_140801.doc,Time,,,,,"If Yes, record time",,PhenX,PX140801020302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Gum_Date,"If Yes, record date",DCW_140801.doc,Date,,,,,"If Yes, record date",,PhenX,PX140801020303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Antacids,"Have you had any of the following since {insert time from 1 here}?  Antacids, laxatives, or anti-diarrheals?",DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801020401,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Antacids_Time,"If Yes, record time",DCW_140801.doc,Time,,,,,"If Yes, record time",,PhenX,PX140801020402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Antacids_Date,"If Yes, record date",DCW_140801.doc,Date,,,,,"If Yes, record date",,PhenX,PX140801020403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Dietary_Supplements,Have you had any of the following since {insert time from 1 here}?  Dietary Supplements such as vitamins and minerals? [Include multivitamins and single nutrient supplements.],DCW_140801.doc,enumerated,,,,,,,PhenX,PX140801020501,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX140801_Dietary_Supplements_Time,"If Yes, record time",DCW_140801.doc,Time,,,,,"If Yes, record time",,PhenX,PX140801020502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
