"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX320902_Quality_Life_Cancer_Survivors_Fatigue","To what extent are the following a problem for you: Fatigue","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902010000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Appetite_Changes","To what extent are the following a problem for you: Appetite changes","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902020000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Aches_Pains","To what extent are the following a problem for you: Aches or pain","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902030000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Sleep_Changes","To what extent are the following a problem for you: Sleep changes","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902040000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Constipation","To what extent are the following a problem for you: Constipation","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902050000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Nausea","To what extent are the following a problem for you: Nausea","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902060000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Menstrual_Changes_Fertility","To what extent are the following a problem for you: Menstrual changes or fertility","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902070000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Overall_Physical_Health","Rate your overall physical health","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902080000","","","","","0 = 0 (extremely poor)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (excellent)"
"PX320902_Quality_Life_Cancer_Survivors_Difficulty_Cope","How difficult is it for you to cope as a result of your disease and treatment?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902090000","","","","","0 = 0 (not at all difficult)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extremely difficult)"
"PX320902_Quality_Life_Cancer_Survivors_Quality_Life","How good is your quality of life?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902100000","","","","","0 = 0 (extremely poor)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (excellent)"
"PX320902_Quality_Life_Cancer_Survivors_Happiness","How much happiness do you feel?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902110000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Control","Do you feel like you are in control of things in your life?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902120000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (completely)"
"PX320902_Quality_Life_Cancer_Survivors_Satisfaction","How satisfying is your life?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902130000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (completely)"
"PX320902_Quality_Life_Cancer_Survivors_Concentration","How is your present ability to concentrate or to remember things?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902140000","","","","","0 = 0 (extremely poor)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (excellent)"
"PX320902_Quality_Life_Cancer_Survivors_Usefulness","How useful do you feel?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902150000","","","","","0 = 0 (not at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extremely)"
"PX320902_Quality_Life_Cancer_Survivors_Changes_Appearance","Has your illness or treatment caused changes in your appearance?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902160000","","","","","0 = 0 (not at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extremely)"
"PX320902_Quality_Life_Cancer_Survivors_Changes_Self_Concept","Has your illness or treatment caused changes in your self concept (the way you see your self?)","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902170000","","","","","0 = 0 (not at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extremely)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Initial_Diagnosis","How distressing were the following aspects of your illness and treatment? Initial diagnosis","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902180000","","","","","0 = 0 (not distressing at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very distressing)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Cancer_Treatments","How distressing were the following aspects of your illness and treatment? Cancer treatments (i.e., chemotherapy, radiation, or surgery)","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902190000","","","","","0 = 0 (not distressing at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very distressing)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Treatment_Completion","How distressing were the following aspects of your illness and treatment? Time since my treatment was completed","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902200000","","","","","0 = 0 (not distressing at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very distressing)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Anxiety","How much anxiety do you have?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902210000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Depression","How much depression do you have?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902220000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Fearful_Diagnostic_Test","To what extent are you fearful of: Future diagnostic test","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902230000","","","","","0 = 0 (no fear)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extreme fear)"
"PX320902_Quality_Life_Cancer_Survivors_Fearful_Second_Cancer","To what extent are you fearful of: A second cancer","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902240000","","","","","0 = 0 (no fear)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extreme fear)"
"PX320902_Quality_Life_Cancer_Survivors_Fearful_Recurrence_Cancer","To what extent are you fearful of: Recurrence of your cancer","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902250000","","","","","0 = 0 (no fear)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extreme fear)"
"PX320902_Quality_Life_Cancer_Survivors_Fearful_Metastasis_Spreading","To what extent are you fearful of: Spreading (metastasis) of your cancer","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902260000","","","","","0 = 0 (no fear)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (extreme fear)"
"PX320902_Quality_Life_Cancer_Survivors_Distressing_Family","How distressing has your illness been for your family?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902270000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Support_From_Others","Is the amount of support you receive from others sufficient to meet your needs?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902280000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Interfere_Personal_Relationships","To what degree has your illness or treatment interfered with your personal relationships?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902290000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Sexuality_Impact","Is your sexuality impacted by your illness?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902300000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Interfere_Employment","To what degree has your illness or treatment interfered with your employment?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902310000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Interfere_Activities_Home","To what degree has your illness or treatment interfered with your activities at home?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902320000","","","","","0 = 0 (no problem)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (severe problem)"
"PX320902_Quality_Life_Cancer_Survivors_Isolation","How much isolation do you feel is caused by your illness or treatment?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902330000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Financial_Burden","How much financial burden have you incurred as a result of your illness and treatment?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902340000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
"PX320902_Quality_Life_Cancer_Survivors_Participation_Religious_Activities","How important to you is your participation in religious activities such as praying, going to church?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902350000","","","","","0 = 0 (not at all important)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very important)"
"PX320902_Quality_Life_Cancer_Survivors_Other_Spiritual_Activities","How important to you are other spiritual activities such as mediation?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902360000","","","","","0 = 0 (not at all important)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very important)"
"PX320902_Quality_Life_Cancer_Survivors_Changes_Spiritual_Life","How much has your spiritual life changed as a result of your cancer diagnosis?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902370000","","","","","0 = 0 (less important)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (more important)"
"PX320902_Quality_Life_Cancer_Survivors_Uncertainty_Future","How much uncertainty do you feel about your future?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902380000","","","","","0 = 0 (not at all uncertain)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (very uncertain)"
"PX320902_Quality_Life_Cancer_Survivors_Positive_Changes","To what extent has your illness made positive changes in your life?","DCW_320902.doc","encoded values","","","","","","","PhenX","PX320902390000","","","","","0 = 0 (none at all)","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 (a great deal)"
