VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Everyday_Smoker_Quantity_1Day,"Protocol A is used with adults who are Every-Day Smokers.  On the average, about how many cigarettes do you now smoke each day?",DCW_030802.doc,integer,,1,99,,"Note to interviewer:  Every-Day Smokers (that is, Tobacco - Smoking Status adult protocol, if Question 1 is ""Yes"" and Question 3 is ""Every day"") are asked.  One pack usually equals 20 cigarettes. If converting packs to cigarettes, always verify calculation with respondent.",,PhenX,PX030802010000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Everyday_Smoker_Quantity_1Day_Coded,"Protocol A is used with adults who are Every-Day Smokers.  On the average, about how many cigarettes do you now smoke each day?",DCW_030802.doc,enumerated,,,,,,,PhenX,PX030802010100,,,,,Don't Know / Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Someday_Smoker_Days_1Month,Protocol B is used with adults who are Some-Day Smokers.  On how many of the past 30 days did you smoke cigarettes?,DCW_030802.doc,integer,,1,30,,"Note to interviewer: Some-Say Smokers (that is, Tobacco - Smoking Status adult protocol, if Question 1 is ""Yes"" and Question 3 is ""Some days"") are asked.",,PhenX,PX030802020000,,,,,1..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Someday_Smoker_Days_1Month_Coded,Protocol B is used with adults who are Some-Day Smokers.  On how many of the past 30 days did you smoke cigarettes?,DCW_030802.doc,enumerated,,,,,,,PhenX,PX030802020100,,,,,Don't Know / Refused,"X for ""none""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Someday_Smoker_Quantity_1Day,"Protocol B is used with adults who are Some-Day Smokers.  On the average, on those [NUMFILL] days, how many cigarettes did you usually smoke each day?",DCW_030802.doc,integer,,1,99,,"NUMFILL is the number of days provided in Question 1.  Note to interviewer: Some-Say Smokers (that is, Tobacco - Smoking Status adult protocol, if Question 1 is ""Yes"" and Question 3 is ""Some days"") are asked.",,PhenX,PX030802030000,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Someday_Smoker_Quantity_1Day_Coded,"Protocol B is used with adults who are Some-Day Smokers.  On the average, on those [NUMFILL] days, how many cigarettes did you usually smoke each day?",DCW_030802.doc,enumerated,,,,,,,PhenX,PX030802030100,,,,,Don't Know / Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Former_Smoker_Smoking_6Month,Protocol C is used with adults who are Former Smokers.  Have you EVER smoked cigarettes EVERY DAY for at least 6 months?,DCW_030802.doc,enumerated,,,,,"Note to interviewer: Former Smokers (that is, Tobacco - Smoking Status adult protocol, If Question 1 is ""Yes"", Question 3 is ""Not at all"") are asked.",,PhenX,PX030802040000,,,,,1 = Yes,2 = No,Don't Know / Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Former_Smoker_Quantity_1DayA,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",DCW_030802.doc,integer,,1,99,,"Note to interviewer: Former Smokers (that is, Tobacco - Smoking Status adult protocol, If Question 1 is ""Yes"", Question 3 is ""Not at all"") are asked.",,PhenX,PX030802050100,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Former_Smoker_Quantity_1DayA_Coded,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",DCW_030802.doc,enumerated,,,,,,,PhenX,PX030802050101,,,,,Don't Know / Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Former_Smoker_Quantity_1DayB,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",DCW_030802.doc,integer,,1,99,,"Note to interviewer: Former Smokers (that is, Tobacco - Smoking Status adult protocol, If Question 1 is ""Yes"", Question 3 is ""Not at all"") are asked.",,PhenX,PX030802050200,,,,,1..99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX030802_Former_Smoker_Quantity_1DayB_Coded,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",DCW_030802.doc,enumerated,,,,,,,PhenX,PX030802050201,,,,,Don't Know / Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
