"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860202_Pain_Catastrophizing_Child_Whether_End","When I am in pain, I worry all the time about whether the pain will end.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202010000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Cant_Go_On","When I am in pain, I feel I can’t go on like this much longer.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202020000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Never_Better","When I am in pain, it’s terrible and I think it’s never going to get better.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202030000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Overwhelms","When I am in pain, it’s awful and I feel that it takes over me.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202040000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Cant_Stand","When I am in pain, I can’t stand it anymore.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202050000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Afraid_Worse","When I am in pain, I become afraid that the pain will get worse.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202060000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Other_Painful_Events","When I am in pain, I keep thinking of other painful events.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202070000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Go_Away","When I am in pain, I want the pain to go away.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202080000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Cant_Keep_Out_Mind","When I am in pain, I can’t keep it out of my mind.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202090000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Hurts","When I am in pain, I keep thinking about how much it hurts.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202100000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Want_Stop","When I am in pain, I keep thinking about how much I want the pain to stop.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202110000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Nothing_Stop","When I am in pain, there is nothing I can do to stop the pain.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202120000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860202_Pain_Catastrophizing_Child_Wonder","When I am in pain, I wonder whether something serious may happen.","DCW_860202.doc","encoded values","","","","","","","PhenX","PX860202130000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
