VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Sedatives,When was the most recent time you used sedatives?,DCW_560302.doc,integer,,,,,,,PhenX,PX560302010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Sedatives_Units,When was the most recent time you used sedatives? Units,DCW_560302.doc,enumerated,,,,,,,PhenX,PX560302010200,,,,,Day(s),Week(s),Month(s),Year(s),Don’t Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Tranqulizers,When was the most recent time you used tranqulizers?,DCW_560302.doc,integer,,,,,,,PhenX,PX560302020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Tranqulizers_Units,When was the most recent time you used tranqulizers? Units,DCW_560302.doc,enumerated,,,,,,,PhenX,PX560302020200,,,,,Day(s),Week(s),Month(s),Year(s),Don’t Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Painkillers,When was the most recent time you used painkillers?,DCW_560302.doc,integer,,,,,,,PhenX,PX560302030100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Painkillers_Units,When was the most recent time you used painkillers? Units,DCW_560302.doc,enumerated,,,,,,,PhenX,PX560302030200,,,,,Day(s),Week(s),Month(s),Year(s),Don’t Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Stimulants,When was the most recent time you used stimulants?,DCW_560302.doc,integer,,,,,,,PhenX,PX560302040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Stimulants_Units,When was the most recent time you used stimulants? Units,DCW_560302.doc,enumerated,,,,,,,PhenX,PX560302040200,,,,,Day(s),Week(s),Month(s),Year(s),Don’t Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Marijuana,When was the most recent time you used marijuana?,DCW_560302.doc,integer,,,,,,,PhenX,PX560302050100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX560302_When_Last_Used_Marijuana_Units,When was the most recent time you used marijuana? Units,DCW_560302.doc,enumerated,,,,,,,PhenX,PX560302050200,,,,,Day(s),Week(s),Month(s),Year(s),Don’t Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
