VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Bad_Weather,"I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  The weather was very bad (hot, humid, rainy, cold).",DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302010000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Bored,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I was bored by the program or activity.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302020000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Vacation,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I was on vacation.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302030000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Not_Interested,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I was not interested in the activity.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302040000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Pain,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I felt pain or discomfort when exercising.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302050000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Exercise_Alone,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I had to exercise alone.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302060000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Not_Enjoyable,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  It was not fun or enjoyable.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302070000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Difficult_Get_To_Location,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  It became difficult to get to the exercise location.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302080000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Did_Not_Like_Activity,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I didn't like the particular activity program that I was involved in.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302090000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Conflicting_Schedule,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  My schedule conflicted with my exercise session.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302100000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Self_Conscious_About_Appearance,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I felt self-conscious about my appearance when I exercised.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302110000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_No_Encouragement,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  An instructor does not offer me any encouragement.,DCW_151302.doc,enumerated,percent,,,,,,PhenX,PX151302120000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX151302_Personal_Stress,I BELIEVE THAT I COULD EXERCISE 3 TIMES PER WEEK FOR THE NEXT 3 MONTHS IF:  I was under personal stress of some kind.,DCW_151302.doc,enumerated,Percent,,,,,,PhenX,PX151302130000,,,,,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
