VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_Used_Needle_To_Inject_Drugs,"Have you ever, even once, used a needle to inject a drug not prescribed by a doctor?",DCW_161101.doc,encoded values,,,,,,,PhenX,PX161101010000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_Which_Drugs_Injected,Which of the following drugs have you injected using a needle?,DCW_161101.doc,encoded values,,,,,Please select all the drugs that you injected.,,PhenX,PX161101020000,,,,,1 = Cocaine,2 = Heroin,3 = Methamphetamine,4 = Steroids,5 = Any other drugs,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_Age_First_Used_Needle,How old were you when you first used a needle to inject any drug not prescribed by a doctor?,DCW_161101.doc,integer,,,,,Please enter an age.,,PhenX,PX161101030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_Age_First_Used_Needle_Coded,How old were you when you first used a needle to inject any drug not prescribed by a doctor?,DCW_161101.doc,encoded values,,,,,,,PhenX,PX161101030100,,,,,77 = Refused,99 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_How_Long_Since_Injected_Drugs,How long ago has it been since you last used a needle to inject a drug not prescribed by a doctor?,DCW_161101.doc,integer,,,,,"Please enter the number of days, weeks, months, or years, and then select the unit of time.",,PhenX,PX161101040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_How_Long_Since_Injected_Drugs_Coded,How long ago has it been since you last used a needle to inject a drug not prescribed by a doctor?,DCW_161101.doc,encoded values,,,,,,,PhenX,PX161101040100,,,,,7777 = Refused,9999 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_HowLong_Since_Injected_Drugs_Units,How long ago has it been since you last used a needle to inject a drug not prescribed by a doctor?,DCW_161101.doc,encoded values,,,,,,,PhenX,PX161101040200,,,,,1 = Days,2 = Weeks,3 = Months,4 = Years,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_How_Many_Times_Injected_Drugs,"During your life, altogether how many times have you injected drugs not prescribed by a doctor?",DCW_161101.doc,encoded values,,,,,Please enter one of the following choices.,,PhenX,PX161101050000,,,,,1 = Once,2 = 2-5 times,3 = 6-19 times,4 = 20-49 times,5 = 50-99 times,6 = 100 times or more,77 = Refused,99 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_How_Often_Injected,Think about the period of your life when you injected drugs the most often. How often did you inject then?,DCW_161101.doc,encoded values,,,,,Please select one of the following choices.,,PhenX,PX161101060000,,,,,1 = More than once a day,2 = About once a day,3 = At least once a week but not every day,4 = At least once a month but not every week,5 = Less than once a month,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161101_Drug_Treatment_Program,Have you ever been in a drug treatment or drug rehabilitation program?,DCW_161101.doc,encoded values,,,,,,,PhenX,PX161101070000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
