VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) followed to ensure quality specimens for coagulation testing?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301010000,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301020100,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Capped_Room_Temp,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301020200,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Not_Refrigerated_Stored,Were samples refrigerated or stored on ice or in an ice bath?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301020300,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Not_Transported_Vertically,Were samples transported vertically?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301020400,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Not_Agitated,Were samples agitated during transportation to avoid remixing of components?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301020500,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Transported_Stored,Were procedures for samples transportation and storage followed?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301030100,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Unprocessed_Sodium_Citrate,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301030200,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Whole_Blood_Centrifuged,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301030300,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Sample_Processing_Plasma_Processed_Centrifugation,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301030400,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Substrate_Assay,Were appropriate assays and instruments to perform the chromogenic substrate assay chosen?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301040000,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Interpretation_Results_Severe,Was a result < 1% of normal?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301050100,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Interpretation_Results_Moderate,Was a result > 1% and < 5% of normal?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301050200,,,,,Yes,No
PX910301_Factor_Eight_Plasma_Chromogenic_Interpretation_Results_Mild,Was a result > 5% of normal?,DCW_910301.doc,enumerated,,,,,,,PhenX,PX910301050300,,,,,Yes,No
