VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Hemophilia,Do you have hemophilia?,DCW_141401.doc,encoded values,,,,,,,PhenX,PX141401010000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Chemotherapy,Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks?,DCW_141401.doc,encoded values,,,,,,,PhenX,PX141401020000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Exclusion_Criteria,Exclusion Criteria,DCW_141401.doc,enumerated,,,,,,,PhenX,PX141401030000,,,,,Hemophilia,Received cancer chemotherapy in the last 3 weeks,None - proceed with blood draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Blood_Draw_Done,Was blood drawn?,DCW_141401.doc,enumerated,,,,,,,PhenX,PX141401040100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Blood_Draw_Sample,Was full sample obtained?,DCW_141401.doc,enumerated,,,,,,,PhenX,PX141401040200,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Blood_Draw_Comments,"Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",DCW_141401.doc,string,,,,,,,PhenX,PX141401040300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Sample_Comments,Record any comments about the sample during processing.,DCW_141401.doc,string,,,,,,,PhenX,PX141401050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Equipment_Make,Make of the equipment used to determine the concentration of serum creatinine.,DCW_141401.doc,string,,,,,,,PhenX,PX141401060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Equipment_Manufacturer,Manufacturer of the equipment used to determine the concentration of serum creatinine.,DCW_141401.doc,string,,,,,,,PhenX,PX141401060100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Assay_Repeatability,Repeatability of the assay,DCW_141401.doc,decimal,percentage,,,,,,PhenX,PX141401070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Coefficient_Of_Variation,Coefficient of variation for the assay,DCW_141401.doc,decimal,,,,,,,PhenX,PX141401080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX141401_Serum_Creatinine_Concentration,Serum Creatinine Concentration,DCW_141401.doc,decimal,mg/dL,,,,,,PhenX,PX141401090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
