VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Prominent_Rash_On_Cheeks,Prominent rash on cheeks for more than 1 month,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401010000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Skin_BreaksOut_In_Sun,Skin breaks out in the sun (not sunburn),DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401020000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Mouth_Sores,Sores in mouth for more than 2 weeks,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401030000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Arthritis_More_Than_3_Months,Arthritis or rheumatism for more than 3 months,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401040000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Pleurisy,Pain for more than a few days when taking deep breath (pleurisy),DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401050000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Protein_In_Urine,Protein in urine,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401060000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Low_Blood_Counts,"Low blood counts (anemia, low white blood cell count, or low platelet count)",DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401070000,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_LBC_Anemia,If yes or still present  Anemia,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401080100,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_LBC_Hemolytic_Anemia,If yes or still present  Hemolytic anemia,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401080200,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161401_Low_White_Blood_Cell_Count,If yes or still present  Low white blood cell count,DCW_161401.doc,enumerated,,,,,,,PhenX,PX161401080300,,,,,Present,Yes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
