VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Lip_Palate,Have you been diagnosed with a cleft lip or palate?,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010100,,,,,No,Cleft lip,Cleft palate,Cleft lip and palate,Submucous cleft palate,Don't Know/Non-Applicable/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Right_Lip,Subject's Right Lip,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010200,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Right_Alveolus,Subject's Right Alveolus,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010300,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Right_Hard,Subject's Right Hard palate,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010400,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Soft,Subject's Soft palate,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010500,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Left_Hard,Subject's Left Hard palate,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010600,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Left_Alveolus,Subject's Left Alveolus,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010700,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Self_Cleft_Palate_Left_Lip,Subject's Left Lip,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501010800,,,,,"A = yes, but unknown if complete or incomplete",C = complete,I = incomplete,X = not cleft,? = unknown,* = microform or submuccous cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Relative_Cleft_Lip_Palate,Has any relative in your family been diagnosed with a cleft lip or palate?,DCW_080501.doc,enumerated,,,,,,,PhenX,PX080501020100,,,,,No,Yes,Don't Know/Non-Applicable/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080501_Relative_Cleft_Lip_Palate_Details,(Has any relative in your family been diagnosed with a cleft lip or palate?)  Details on who has the condition.,DCW_080501.doc,string,,,,,,,PhenX,PX080501020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
