"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860901_Physical_Mobility_Adult_Stand_One_Hour","Are you able to stand for one hour?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901010000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Stand_Chair","Are you able to stand up from an armless straight chair?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901020000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Jog_Two_Miles","Are you able to run or jog for two miles (3 km)?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901030000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Stairs","Are you able to go up and down stairs at a normal pace?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901040000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Walk_Fifteen_Minutes","Are you able to go for a walk of at least 15 minutes?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901050000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Curbs","Are you able to step up and down curbs?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901060000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Stand_Knees_Straight","Are you able to stand with your knees straight?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901070000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Stand_Short_Periods","Are you able to stand for short periods of time?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901080000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Run_Fast_Two_Miles","Are you able to run at a fast pace for two miles (3 km)?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901090000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
"PX860901_Physical_Mobility_Adult_Squat","Are you able to squat and get up?","DCW_860901.doc","encoded values","","","","","","","PhenX","PX860901100000","","","","","1 =  Not at all","2 = Very little","3 = Somewhat","4 = Quite a lot","5 = Cannot do","","","","","",""
