"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860903_Physical_Mobility_Hospitalized_Bath_Shower","Today how difficult are these things for you to do?  Take a bath or shower?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903010000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Change_Clothes","Today how difficult are these things for you to do?  Put on or change your hospital gown or clothes?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903020000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Wash_Body","Today how difficult are these things for you to do?  Wash your body?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903030000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Get_Up_From_Bed","Today how difficult are these things for you to do?  Get up from the bed?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903040000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Walk_Room","Today how difficult are these things for you to do?  Walk around in the room?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903050000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Wash_Hair","Today how difficult are these things for you to do?  Wash or shampoo your hair?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903060000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Go_Outside_Room","Today how difficult are these things for you to do?  Go outside your room?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903070000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Be_Up","Today how difficult are these things for you to do?  Be up without needing to rest?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903080000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Change_Pants","Today how difficult are these things for you to do?  Put on or change pants?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903090000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Schoolwork","Today how difficult are these things for you to do?  Do homework or schoolwork?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903100000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Turn_Over","Today how difficult are these things for you to do?  Turn over or roll over in bed?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903110000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
"PX860903_Physical_Mobility_Hospitalized_Change_Shirt","Today how difficult are these things for you to do?  Put on or change your shirt?","DCW_860903.doc","encoded values","","","","","","","PhenX","PX860903120000","","","","","1 =  Not Difficult","2 = A Little Difficult","3 = Somewhat Difficult","4 = Very Difficult","5 = Extremely Difficult","","","","","",""
