VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Drink,"How wrong do your parents feel it would be for you to: drink beer, wine or hard liquor (for example, vodka, whiskey, or gin) regularly (at least once or twice a month)?",DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010100,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Cigarettes,How wrong do your parents feel it would be for you to: smoke cigarettes?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010200,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Marijuana,How wrong do your parents feel it would be for you to: smoke marijuana?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010300,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Steal,How wrong do your parents feel it would be for you to: steal something worth more than $5?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010400,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Graffit,"How wrong do your parents feel it would be for you to: draw graffiti, or write things or draw pictures on buildings or other property (without the owner's permission)?",DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010500,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_How_Wrong_Parents_Feel_Fight,How wrong do your parents feel it would be for you to: pick a fight with someone?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301010600,,,,,1 = Very wrong,2 = Wrong,3 = A little bit wrong,4 = Not wrong at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_Brothers_Sisters_Ever_Drunk,"Have any of your brothers or sisters ever: drunk beer, wine or hard liquor (for example, vodka, whiskey, or gin)?",DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301020100,,,,,1 = No,5 = Yes,0 = I don't have any brothers or sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_Brothers_Sisters_Ever_Smoked_Marijuana,Have any of your brothers or sisters ever: smoked marijuana?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301020200,,,,,1 = No,5 = Yes,0 = I don't have any brothers or sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_Brothers_Sisters_Ever_Smoked_Cigarettes,Have any of your brothers or sisters ever: smoked cigarettes?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301020300,,,,,1 = No,5 = Yes,0 = I don't have any brothers or sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540301_Brothers_Sisters_Taken_Handgun_School,Have any of your brothers or sisters ever: taken a handgun to school?,DCW_540301.doc,encoded values,,,,,,,PhenX,PX540301020400,,,,,1 = No,5 = Yes,0 = I don't have any brothers or sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
