"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX960206_Covid19_Effects_Outbreak_Daycare_Close","¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina cerro a causa del brote de COVID-19?","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206010000","","","","","1 = Si","2 = No","3 = El nino o la nina no esta inscrito/a en ninguna escuela, programa preescolar ni sitio de cuidado infantil","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_Close_Free_Meals","¿Normalmente recibe el nino o la nina comidas gratuitas en la escuela, el programa preescolar o el sitio de cuidado infantil?","DCW_960206.doc","encoded values","","","","","ASK IF '¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina cerro a causa del brote de COVID-19?' = 'Si'","","PhenX","PX960206010100","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_Close_Free_Meals_Offer","¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha ofrecido comidas durante el cierre escolar a causa de la COVID-19?","DCW_960206.doc","encoded values","","","","","ASK IF '¿Normalmente recibe el nino o la nina comidas gratuitas en la escuela, el programa preescolar o el sitio de cuidado infantil?' = 'Si'","","PhenX","PX960206010101","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_Close_Free_Meals_Able","¿Ha podido recibir el nino o la nina las comidas que proporciona la escuela durante el cierre asociado con COVID-19?","DCW_960206.doc","encoded values","","","","","ASK IF '¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha ofrecido comidas durante el cierre escolar a causa de la COVID-19?' = 'Si'","","PhenX","PX960206010102","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_Close_Online_Learning","¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha ofrecido aprendizaje en linea durante el cierre?","DCW_960206.doc","encoded values","","","","","ASK IF '¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina cerro a causa del brote de COVID-19?' = 'Si'","","PhenX","PX960206010200","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_School_Support_Online_Learning_Internet_Access","¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha proporcionado alguna de las siguientes cosas para apoyar el aprendizaje en linea? Acceso gratuito a Internet en casa","DCW_960206.doc","encoded values","","","","","ASK IF '¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha ofrecido aprendizaje en linea durante el cierre?' = 'Si'","","PhenX","PX960206010201","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Daycare_School_Support_Online_Learning_Computer_Tablet","¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha proporcionado alguna de las siguientes cosas para apoyar el aprendizaje en linea? Computadora o tableta gratuita","DCW_960206.doc","encoded values","","","","","ASK IF '¿La escuela, el programa preescolar o el sitio de cuidado infantil del nino o la nina ha ofrecido aprendizaje en linea durante el cierre?' = 'Si'","","PhenX","PX960206010202","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Internet_Access_Home","¿Que tipo de acceso a Internet tiene el nino o la nina en casa? (Marque todos los que correspondan)","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206020100","","","","","1 = Internet de banda ancha de alta velocidad (wifi) (p. ej., DSL, cable, fibra optica)","2 = Internet por linea telefonica (no wifi)","3 = Telefono inteligente no conectado a una red wifi del hogar (p. ej., uso de celular, red LTE, punto de acceso movil o hotspot, wifi de un vecino)","4 = El nino o la nina no tiene acceso a Internet en casa","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Internet_Access_Home_High_Speed","¿Tenia el nino o la nina acceso a Internet de banda ancha de alta velocidad en casa antes del 1 de marzo de 2020?","DCW_960206.doc","encoded values","","","","","ASK IF '¿Que tipo de acceso a Internet tiene el nino o la nina en casa?' = 'Internet de banda ancha de alta velocidad (wifi) (p. ej., DSL, cable, fibra optica)'","","PhenX","PX960206020200","","","","","1 = Si","2 = No","","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Eating","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Comer","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030100","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Sleeping","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Dormir","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030200","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Physical_Activity","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Actividad fisica","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030300","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Time_Outside","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Pasar tiempo afuera","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030400","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Time_Friends_In_Person","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Pasar tiempo en persona con amigos","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030500","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Time_Friends_Remote","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Pasar tiempo a distancia con amigos (p. ej., en linea, en las redes sociales, por mensajes de texto)","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030600","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Tv_Games_Social_Media_Education","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Pasar tiempo viendo la television, jugando videojuegos o juegos por computadora, o usando las redes sociales con fines educativos, como para el trabajo escolar","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030700","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Doing_Often_Tv_Games_Social_Media_Noneducation","En comparacion con antes del brote de COVID-19, ¿cuanto hace ahora el nino o la nina lo siguiente? Pasar tiempo viendo la television, jugando videojuegos o juegos por computadora, o usando las redes sociales con fines que no son educativos","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206030800","","","","","1 = Menos","2 = Igual","3 = Mas","","","","","","","","","","","","","",""
"PX960206_Covid19_Effects_Outbreak_Social_Connection","En comparacion con antes del brote de COVID-19, ¿se siente el nino o la nina...?","DCW_960206.doc","encoded values","","","","","","","PhenX","PX960206040000","","","","","1 = mucho menos conectado/a socialmente","2 = menos conectado/a socialmente","3 = un poco menos conectado/a socialmente","4 = un poco mas conectado/a socialmente","5 = mas conectado/a socialmente","6 = mucho mas conectado/a socialmente","","","","","","","","","","",""
