"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Name_Medicine","Can you name all your medicines? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010100","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Find_Sickle_Cell_Information","Can you find information about sickle cell disease if you need it (like at the doctor's office, on the internet, or in the community)? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010200","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Find_Educational_Option","Can you find information about your educational options if you need it? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010300","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Ask_Doctor_Medical_Questions","Do you ask your doctor or medical team questions during clinical appointments? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010400","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Other_Pain_Management_Strategies","Do you use strategies other than pain medicines to manage your pain (like deep breathing, distraction, imagery)? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010500","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Take_Medicine","Do you take your medicines when you are supposed to? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010600","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Refill_Pain_Medicine","Do you refill your pain medicines on your own? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010700","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Complete_Medical_History_Form","Do you complete a medical history form on your own? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010800","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Healthy_Lifestyle","Do you take part in activities to stay healthy like exercising and eating healthy foods? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801010900","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Talk_When_Sad","Do you find someone to talk to if you feel sad, down, anxious, or angry? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801011000","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Talk_School_Future_Education","Do you talk to your school or medical team about your education and the future? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801011100","","","","","1 = No, I do not do this","2 = No, but I am learning how to do this","3 = Yes, I have started doing this when I am reminded","4 = Yes, I always do this when I am reminded","5 = Yes, I always do this when I need to,,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Sickle_Cell_Disease_Type","Do you know what type of sickle cell disease you have? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801020100","","","","","1 = No, I don't know","2 = No, but I am learning","3 = Yes, I know","",",,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Sickle_Cell_Disease_Complications","Do you know about complications related to sickle cell disease (like stroke retinopathy, and bone infection)? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801020200","","","","","1 = No, I don't know","2 = No, but I am learning","3 = Yes, I know","",",,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Manage_Mild_Pain_Home","Do you know how to manage mild to moderate pain episodes at home? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801020300","","","","","1 = No, I don't know","2 = No, but I am learning","3 = Yes, I know","",",,,,,,"
"PX870801_Self_Management_Skills_Checklist_Adolescent_Prevent_Pain_Crisis","Do you know how to prevent a pain crisis? ","DCW_870801.doc","encoded values","","","","","","","PhenX","PX870801020400","","","","","1 = No, I don't know","2 = No, but I am learning","3 = Yes, I know","",",,,,,,"
