VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_SecondPerson_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  Relationship to Person B below,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402010200,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  Sex,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402010300,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402010500,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_IsSpouse_PersonB_,(Does/Do) (Person A/you) have a spouse or unmarried partner who lives in the household?,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402020100,,,,,Yes,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonB,Person B: First and last name,DCW_011402.doc,string,,,,,If PersonB = Spouse/Partner,,PhenX,PX011402020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonA_PersonB,Person B: Relationship to Householder,DCW_011402.doc,encoded values,,,,,If PersonB = Spouse/Partner,,PhenX,PX011402020300,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonB,Person B: Gender,DCW_011402.doc,enumerated,,,,,If PersonB = Spouse/Partner,,PhenX,PX011402020400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonB,Person B: Age,DCW_011402.doc,integer,,,,,If PersonB = Spouse/Partner,,PhenX,PX011402020500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonB,Person B: Marital Status,DCW_011402.doc,enumerated,,,,,If PersonB = Spouse/Partner,,PhenX,PX011402020600,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonC,Person C: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402030101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonC,Person C: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030102,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonC,Person C: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030103,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonC,Person C: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030104,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonC,Person C: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402030105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonC,Person C: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030106,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonD,Person D: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonD,Person D: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030202,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonD,Person D: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030203,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonD,Person D: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030204,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonD,Person D: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402030205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonD,Person D: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030206,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonE,Person E: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402030301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonE,Person E: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030302,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonE,Person E: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030303,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonE,Person E: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030304,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonE,Person E: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402030305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonE,Person E: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030306,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonF,Person F: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402030401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonF,Person F: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030402,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonF,Person F: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030403,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonF,Person F: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030404,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonF,Person F: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402030405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonF,Person F: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030406,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonG,Person G: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402030501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
