"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860301_Pain_Coping_Adult_Think_Enjoy","I think of things I enjoy doing.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301010000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Other_Sensation","I just think of it as some other sensation, such as numbness.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301020000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Never_Better","It is terrible and I think it is never going to get any better.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301030000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Dont_Pay_Attention","I don’t pay any attention to it.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301040000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Pray","I pray for the pain to stop.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301050000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Stand_In_Way","I tell myself I can’t let the pain stand in the way of what I have to do.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301060000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Chores_Projects","I do something active, like household chores or projects.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301070000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Replay_Pleasant_Experiences","I replay in my mind pleasant experiences in the past.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301080000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Pretend","I pretend it is not a part of me.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301090000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Cant_Stand","I feel I can’t stand it anymore.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301100000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Ignore","I ignore it.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301110000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Years_Ahead","I try to think years ahead, what everything will be like after I’ve gotten rid of the pain.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301120000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Challenge","I see it as a challenge and don’t let it bother me.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301130000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
"PX860301_Pain_Coping_Adult_Do_Enjoy","I do something I enjoy, such as watching TV or listening to music.","DCW_860301.doc","encoded values","","","","","","","PhenX","PX860301140000","","","","","0 = Never","1","2","3 = Sometimes do that","4","5","6 = Always do that","","","",""
