"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860302_Pain_Coping_Child_Say_Mean_Things","When I am hurt or in pain for a few hours or days, I say mean things to people.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302010000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Ask_Questions","When I am hurt or in pain for a few hours or days, I ask a nurse or doctor questions.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302020000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Think_Make_Better","When I am hurt or in pain for a few hours or days, I think about what needs to be done to make the pain better.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302030000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Talk","When I am hurt or in pain for a few hours or days, I talk to someone about how I am feeling.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302040000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Fun","When I am hurt or in pain for a few hours or days, I do something fun.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302050000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Stand_In_Way","When I am hurt or in pain for a few hours or days, I find out more information.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302060000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Tell","When I am hurt or in pain for a few hours or days, I tell someone how I feel.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302070000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Forget","When I am hurt or in pain for a few hours or days, I try to forget the pain.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302080000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Figure_Out","When I am hurt or in pain for a few hours or days, I figure out what I can do about the pain.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302090000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Say_Things_Okay","When I am hurt or in pain for a few hours or days, I say to myself, things will be okay.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302100000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Do_Active","When I am hurt or in pain for a few hours or days, I do something active.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302110000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Put_Out_Mind","When I am hurt or in pain for a few hours or days, I put the pain out of my mind.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302120000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Mad","When I am hurt or in pain for a few hours or days, I get mad and throw or hit something.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302130000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Never_Stop","When I am hurt or in pain for a few hours or days, I think that the pain will never stop.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302140000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Not_Bad","When I am hurt or in pain for a few hours or days, I tell myself it’s not so bad.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302150000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
"PX860302_Pain_Coping_Child_Worry","When I am hurt or in pain for a few hours or days, I worry too much about the pain.","DCW_860302.doc","encoded values","","","","","","","PhenX","PX860302160000","","","","","1 = Never","2 = Hardly Ever","3 = Sometimes","4 = Often","5 = Very Often","","","","","",""
