"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX181103_Temperament_Infant_Squirm","When being dressed or undressed during the last week, how often did the baby squirm and/or try to roll away?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103010000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Laigh","When tossed around playfully how often did the baby laugh?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103020000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Tired_Distress","When tired, how often did your baby show distress?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103030000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Strangers_Clinging","When introduced to an unfamiliar adult, how often did the baby cling to a parent?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103040000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Often_Reading","How often during the last week did the baby enjoy being read to?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103050000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Often_Playing","How often during the last week did the baby play with one toy or object for 5-10 minutes?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103060000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Often_New_Objects","How often during the week did your baby move quickly toward new objects?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103070000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Bath_Laigh","When put into the bath water, how often did the baby laugh?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103080000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Bed_Cry","When it was time for bed or a nap and your baby did not want to go, how often did s/he whimper or sob?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103090000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Sleeping_Cry","After sleeping, how often did the baby cry if someone doesn’t come within a few minutes?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103100000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Feeding_Escape","In the last week, while being fed in your lap, how often did the baby seem eager to get away as soon as the feeding was over?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103110000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Singing_Soothe","When singing or talking to your baby, how often did s/he soothe immediately?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103120000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Back_Squirm","When placed on his/her back, how often did the baby squirm and/or turn body?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103130000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Peekaboo_Laugh","During a peekaboo game, how often did the baby laugh?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103140000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Stop_Playing_Telephone","How often does the infant look up from playing when the telephone rings?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103150000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Often_Angry","How often did the baby seem angry (crying and fussing) when you left her/him in the crib?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103160000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Last_Week_Startle","How often during the last week did the baby startle at a sudden change in body position (e.g., when moved suddenly)?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103170000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Last_Week_Hearing","How often during the last week did the baby enjoy hearing the sound of words, as in nursery rhymes?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103180000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181103_Temperament_Infant_Last_Week_Pictures","How often during the last week did the baby look at pictures in books and/or magazines for 5 minutes or longer at a time?","DCW_181103.doc","encoded values","","","","","","","PhenX","PX181103190000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
