"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_ISCD_Women_70_Men_80_Height_Loss","For women age 70 years or more or for men age 80 years or more: have you had a height loss of 4 cm or more?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101010100","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_ISCD_Women_70_Men_80_Prior_Self_Report","For women age 70 years or more or for men age 80 years or more: have you had a prior vertebral fracture?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101010200","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_ISCD_Women_70_Men_80_Glucocorticoid_Therapy","For women age 70 years or more or for men age 80 years or more: have you had glucocorticoid therapy equivalent to 5 mg or more of prednisone or equivalent per day for 3 months or more?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101010300","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_IOF_ESCEO_Post_Menopausal_Height_Loss","For postmenopausal women: have you had a history of 4 cm or more height loss?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101020100","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_IOF_ESCEO_Post_Menopausal_Kyphosis","For postmenopausal women: do you have kyphosis?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101020200","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_IOF_ESCEO_Post_Menopausal_Glucocorticoid_Therapy","For postmenopausal women: have you had recent or are you undergoing long-term oral glucocorticoid therapy?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101020300","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_IOF_ESCEO_Post_Menopausal_BMD","For postmenopausal women: do you have a BMD T-score of less than or equal to -2.5?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101020400","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_IOF_ESCEO_Post_Menopausal_History","For postmenopausal women: do you have a history of non-vertebral fracture?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101020500","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Women_70_Men_80","For women age 70 years or more or for men age 80 years or more: do they have a BMD T-score less than or equal to -1 at the spine, total hip, or femoral neck?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030100","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Women_65_69_Men_70_79","For women between ages 65 and 69 years or for men between ages 70 and 79 years: do they have a BMD T-score less than or equal to -1.5 at the spine, total hip, or femoral neck?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030200","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Postmenopausal_Women_Men_50_Low_Trauma","For postmenopausal women and men age 50 and older: have you had low-trauma fracture during adulthood (age 50+)?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030301","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Postmenopausal_Women_Men_50_Height_Loss_History","For postmenopausal women and men age 50 and older: have you had a height loss of 1.5 inches or more (4 cm) since age 20?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030302","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Postmenopausal_Women_Men_50_Height_Loss_Prospective","For postmenopausal women and men age 50 and older: have you had a height loss of 0.8 inches or more (2 cm) since last measuring your height?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030303","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_NOF_Postmenopausal_Women_Men_50_Glucocorticoid_Treatment","For postmenopausal women and men age 50 and older: have you had recent or ongoing long-term glucocorticoid treatment?","DCW_172101.doc","enumerated","","","","","","","PhenX","PX172101030304","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_Machine_Name","Dual-energy x-ray absorptiometry (DXA) machine name","DCW_172101.doc","string","","","","","","","PhenX","PX172101040000","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX172101_Vertebral_Fracture_Lateral_Spine_DXA_Xray_Manufacturer","Dual-energy x-ray absorptiometry (DXA) manufacturer","DCW_172101.doc","string","","","","","","","PhenX","PX172101050000","","","","","","","","","","","","","","","","","","","","","","","","",""
