VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Ever_Have_High_Blood_Cholesterol,Has a doctor or nurse ever said that you have high blood cholesterol?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201010000,,,,,1 = No,2 = Yes,8 = Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Ever_Take_High_Blood_CholesteroL_Medication,Have you ever taken medication for high blood cholesterol?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201020100,,,,,0 = No,"1 = Yes, now","2 = Yes, not now",9 = unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Age_Take_High_Blood_Cholesterol_Medication,At what age did you begin taking medicine for this?,DCW_040201.doc,integer,,,,,,,PhenX,PX040201020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Age_Take_High_Blood_Cholesterol_Medication_Coded,At what age did you begin taking medicine for this?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201020201,,,,,99 = unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Requested,Interview: Was blood requested for lipid profile?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201030000,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Consent,Interview: Was consent given?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201030100,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Blood_Drawn,Interview: Was blood drawn successfully?,DCW_040201.doc,encoded values,,,,,,,PhenX,PX040201030200,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Date,Date blood drawn for lipid profile (mm/dd/yyyy),DCW_040201.doc,Date,,,,,,,PhenX,PX040201040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Time,Time blood drawn for lipid profile (hh:mm am/pm),DCW_040201.doc,Time,,,,,,,PhenX,PX040201050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Total_Cholesterol,Total cholesterol from lipid profile,DCW_040201.doc,integer,,0,900,,,,PhenX,PX040201060000,,,,,0..900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_LDL,LDL from lipid profile,DCW_040201.doc,integer,,0,900,,,,PhenX,PX040201070000,,,,,0..900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_HDL,HDL from lipid profile,DCW_040201.doc,integer,,0,900,,,,PhenX,PX040201080000,,,,,0..900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX040201_Lipid_Triglyceride,Triglycerides from lipid profile,DCW_040201.doc,integer,,0,900,,,,PhenX,PX040201090000,,,,,0..900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
