"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992017_Long_COVID_Symptoms_Genitourinary_Reproductive_Urinary_Symptoms_None","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set.","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017010100","","","","","None of the below reproductive and urinary symptoms apply to me","","","","","","",",,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Reproductive_Urinary_Symptoms_Menstrual_Issues","Did you experience these symptoms, and when did you experience them? Reproductive and Urinary Symptoms: All menstrual/period issues","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017010200","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Reproductive_Urinary_Symptoms_Bladder_Control_Issues","Did you experience these symptoms, and when did you experience them? Reproductive and Urinary Symptoms: Bladder control issues","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017010300","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Reproductive_Urinary_Symptoms_Other","Did you experience these symptoms, and when did you experience them? Reproductive and Urinary Symptoms: All Other Symptoms - Checkbox","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017010400","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Other_Covid_Symptoms","Have you experienced any of these symptoms since the start of your COVID-19 illness? (Please choose all options that apply)","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017020100","","","","","Early Menopause","Post-Menopausal bleeding/spotting","Abnormally heavy periods/clotting","Abnormally irregular periods","Other menstrual issues","Decrease in size of testicles/penis","Pain in testicles","Other semen/penis/testicles issues,\"Sexual dysfunction (difficulty maintaining erection, vaginal dryness, difficulty orgasming)\",\"Urinary issues, other\",None of the above,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Other_Covid_Symptoms_Other_Menstrual_Issues","Have you experienced any of these symptoms since the start of your COVID-19 illness?: Other menstrual issues","DCW_992017.doc","string","","","","","ASK IF \"Have you experienced any of these symptoms since the start of your COVID-19 illness? (Please choose all options that apply)\" = \"Other menstrual issues\"","","PhenX","PX992017020200","","","","","","","","","","","",",,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Other_Covid_Symptoms_Other_Semen_Penis_Testicle_Issues","Have you experienced any of these symptoms since the start of your COVID-19 illness?: (Please choose all options that apply) : Other semen/penis/testicles issues","DCW_992017.doc","string","","","","","ASK IF \"Have you experienced any of these symptoms since the start of your COVID-19 illness? (Please choose all options that apply)\" = \"Other semen/penis/testicles issues\"","","PhenX","PX992017020300","","","","","","","","","","","",",,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Other_Covid_Symptoms_Other_Urinary_Issues","Have you experienced any of these symptoms since the start of your COVID-19 illness?: (Please choose all options that apply) : Urinary issues, other","DCW_992017.doc","string","","","","","ASK IF \"Have you experienced any of these symptoms since the start of your COVID-19 illness? (Please choose all options that apply)\" = \"Urinary issues, other\"","","PhenX","PX992017020400","","","","","","","","","","","",",,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Symptom_Severity_Week_1","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 1","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017030100","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992017_Long_COVID_Symptoms_Genitourinary_Symptom_Severity_Week_2","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 2","DCW_992017.doc","enumerated","","","","","","","PhenX","PX992017030200","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
