VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Pregnant,Are you pregnant?,DCW_170701.doc,enumerated,,,,,"If answer is ""Yes"", participant is disqualified from the study",,PhenX,PX170701010000,,,,,Yes,No,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_WomenUnder55_Hysterectomy_Tubal_Ligation,For women <55 years old: Have you had a hysterectomy [removal of the uterus] or tubal ligation [tubes tied]?,DCW_170701.doc,enumerated,,,,,"If answer is ""Yes"", pregnancy test NOT required  If answer is ""No"", pregnancy test REQUIRED",,PhenX,PX170701020000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_WomenOver55_Hysterectomy,For women >55 years old: Have you had a hysterectomy,DCW_170701.doc,enumerated,,,,,"If answer is ""Yes"", pregnancy test NOT required",,PhenX,PX170701030000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Last_Menstrual_Period,"If no, when was your last menstrual period?",DCW_170701.doc,enumerated,,,,,"If answer is ""> 6 months ago"", pregnancy test NOT required  If answer is ""Within 6 months"", pregnancy test REQUIRED",,PhenX,PX170701030100,,,,,>6 months ago,Within 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Pregnancy_Test_Required,Pregnancy Test Required?,DCW_170701.doc,enumerated,,,,,,,PhenX,PX170701040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Pregnancy_Test_Result,"If yes, Result:",DCW_170701.doc,enumerated,,,,,,,PhenX,PX170701040100,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Intercourse_In_Last_Week,Have you had sexual intercourse in the past seven days?,DCW_170701.doc,enumerated,,,,,"If answer is ""Yes"", proceed to question 7  If answer is ""No"", proceed to bone scan",,PhenX,PX170701060000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Birth_Control,Did you use one of the following forms of birth control each time you had sexual intercourse in the past seven days? (Birth control methods not found on this list are not considered effective in preventing pregnancies by our study physicians.),DCW_170701.doc,enumerated,,,,,"If answer is ""Yes"", proceed to bone scan  If answer is ""No"", do not perform bone scan",,PhenX,PX170701070000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_DXA_Machine_Name,Dual-energy x-ray absorptiometry (DXA) machine name,DCW_170701.doc,string,,,,,,,PhenX,PX170701080100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_DXA_Machine_Manufacturer,Dual-energy x-ray absorptiometry (DXA) manufacturer,DCW_170701.doc,string,,,,,,,PhenX,PX170701080200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Femur_Scan_ID,Femur scan image name (ID),DCW_170701.doc,string,,,,,,,PhenX,PX170701090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX170701_Spine_Scan_ID,Spine scan image name (ID),DCW_170701.doc,string,,,,,,,PhenX,PX170701100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
