"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX860203_Pain_Catastrophizing_Parent_Proxy_Whether_End","When my child is in pain, I worry all the time about whether the pain will end.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203010000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Cant_Go_On","When my child is in pain, I feel I can’t go on like this much longer.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203020000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Never_Better","When my child is in pain, it’s terrible and I think it’s never going to get better.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203030000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Overwhelms","When my child is in pain, it’s awful and I feel that it overwhelms me.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203040000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Cant_Stand","When my child is in pain, I can’t stand it anymore.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203050000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Afraid_Worse","When my child is in pain, I become afraid that the pain will get worse.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203060000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Other_Painful_Events","When my child is in pain, I keep thinking of other painful events.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203070000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Go_Away","When my child is in pain, I want the pain to go away.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203080000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Cant_Keep_Out_Mind","When my child is in pain, I can’t keep it out of my mind.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203090000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Suffering","When my child is in pain, I keep thinking about how much he/she is suffering.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203100000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Want_Stop","When my child is in pain, I keep thinking about how much I want the pain to stop.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203110000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Nothing_Stop","When my child is in pain, there is nothing I can do to stop the pain.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203120000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
"PX860203_Pain_Catastrophizing_Parent_Proxy_Wonder","When my child is in pain, I wonder whether something serious may happen.","DCW_860203.doc","encoded values","","","","","","","PhenX","PX860203130000","","","","","0 = NOT AT ALL","1 = MILDLY","2 = MODERATELY","3 = SEVERELY","4 = EXTREMELY","","","","","",""
