VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Hemophilia,Do you have hemophilia? (exclusion from Phlebotomy),DCW_160701.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160701010000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Chemotherapy,Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks? (exclusion from Phlebotomy),DCW_160701.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160701020000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Exclusion_Criteria,Exclusion Criteria,DCW_160701.doc,enumerated,,,,,"If ""None"", proceed with blood draw",,PhenX,PX160701030000,,,,,Hemophilia,Received cancer chemotherapy in the last 3 weeks,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Blood_Draw_Done,Was blood drawn?,DCW_160701.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160701040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Blood_Draw_Sample,Was full amount obtained?,DCW_160701.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160701040100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Blood_Draw_Comments,"Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",DCW_160701.doc,string,,,,,,,PhenX,PX160701040200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Sample_Comments,Record any comments about the sample during processing.,DCW_160701.doc,string,,,,,,,PhenX,PX160701050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Syphilis_Assay_Type,Record the type of assay used for syphilis testing.,DCW_160701.doc,string,,,,,,,PhenX,PX160701060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Equipment_Make,Make of the equipment used to perform the syphilis assay.,DCW_160701.doc,string,,,,,,,PhenX,PX160701070100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Equipment_Manufacturer,Manufacturer of the equipment used to perform the syphilis assay.,DCW_160701.doc,string,,,,,,,PhenX,PX160701070200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Assay_Repeatability,Repeatability of the assay,DCW_160701.doc,decimal,,,,,,,PhenX,PX160701080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Coefficient_Of_Variation,Coefficient of variation for the assay,DCW_160701.doc,decimal,,,,,,,PhenX,PX160701090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160701_Syphilis_Assay_Results,Syphilis assay results,DCW_160701.doc,enumerated,,,,,,,PhenX,PX160701100000,,,,,Reactive,Nonreactive,Inconclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
