VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Hours_Sleep,How many hours of sleep does your child get on most nights?,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002010000,,,,,1 = 9-11 hours,2 = 8-9 hours,3 = 7-8 hours,4 = 5-7 hours,5 = Less than 5 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Fall_Asleep,How long after going to bed does your child usually fall asleep?,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002020000,,,,,1 = Less than 15',2 = 15-30',3 = 30-45',4 = 45-60',5 = More than 60',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Reluctant,The child goes to bed reluctantly.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002030000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Difficulty_Getting_To_Sleep,The child has difficulty getting to sleep at night.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002040000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Feels_Anxious,The child feels anxious or afraid when falling asleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002050000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Startles_Jerks,The child startles or jerks parts of the body while falling asleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002060000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Repetitive_Actions,The child shows repetitive actions such as rocking or head banging while falling asleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002070000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Vivid_Dream,The child experiences vivid dream-like scenes while falling asleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002080000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Sweats_Excessively_While_Falling_Asleep,The child sweats excessively while falling asleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002090000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Wakes_Up,The child wakes up more than twice per night. ,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002100000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Difficulty_Falling_Back_To_Sleep,"After waking up in the night, the child has difficulty to fall asleep again.",DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002110000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Twitching_Jerking_Legs,The child has frequent twitching or jerking of legs while asleep or often changes position during the night or kicks the covers off the bed.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002120000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Difficulty_Breathing,The child has difficulty breathing during the night.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002130000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Gasp_For_Breath,The child gasps for breath or is unable to breathe during sleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002140000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Snores,The child snores.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002150000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Sweats_Excessively_During_The_Night,The child sweats excessively during the night.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002160000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Sleepwalking,You have observed the child sleepwalking.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002170000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Talking_In_Sleep,You have observed the child talking in his/her sleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002180000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Grinds_Teeth,The child grinds teeth during sleep.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002190000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Screams_Confused_No_Memory,"The child wakes from sleep screaming or confused so that you cannot seem to get through to him/her, but has no memory of these events the next morning.",DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002200000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121002_Sleep_Disorders_Screener_Nightmares_No_Memory,The child has nightmares which he/she doesn't remember the next day.,DCW_121002.doc,encoded values,,,,,,,PhenX,PX121002210000,,,,,1 = Never,2 = Occasionally,3 = Sometimes,4 = Often,5 = Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
