VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Hemophilia,Do you have hemophilia? (exclusion from Phlebotomy),DCW_160901.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160901010000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Chemotherapy,Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks? (exclusion from Phlebotomy),DCW_160901.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160901020000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Exclusion_Criteria,Exclusion Criteria,DCW_160901.doc,enumerated,,,,,"If ""None"", proceed with blood draw",,PhenX,PX160901030000,,,,,Hemophilia,Received cancer chemotherapy in the last 3 weeks,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Blood_Draw_Done,Was blood drawn?,DCW_160901.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160901040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Blood_Draw_Sample,Was full amount obtained?,DCW_160901.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160901040100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Blood_Draw_Comments,"Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",DCW_160901.doc,string,,,,,,,PhenX,PX160901040200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Sample_Comments,Record any comments about the sample during processing.,DCW_160901.doc,string,,,,,,,PhenX,PX160901050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_HIV_Assay_Type,Record the type of assay used for HIV testing.,DCW_160901.doc,string,,,,,,,PhenX,PX160901060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Equipment_Make,Make of the equipment used to perform the HIV assay.,DCW_160901.doc,string,,,,,,,PhenX,PX160901070100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Equipment_Manufacturer,Manufacturer of the equipment used to perform the HIV assay.,DCW_160901.doc,string,,,,,,,PhenX,PX160901070200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Assay_Repeatability,Repeatability of the assay,DCW_160901.doc,decimal,,,,,,,PhenX,PX160901080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_Coefficient_Of_Variation,Coefficient of variation for the assay,DCW_160901.doc,decimal,,,,,,,PhenX,PX160901090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160901_HIV_Assay_Results,HIV assay results,DCW_160901.doc,enumerated,,,,,,,PhenX,PX160901100000,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
