VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Relationship_To_Sample_Person,"If this questionnaire is completed by an informant, what is your relationship with the individual?",DCW_610201.doc,string,,,,,,,PhenX,PX610201010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Hours_With_Sample_Person,"In a typical week, approximately how much time do you spend with the individual?  hours/week",DCW_610201.doc,integer,Hours,,,,,,PhenX,PX610201020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Little_Interest_Pleasure,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Little interest or pleasure in doing things?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201030000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Feeling_Depressed,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Feeling down, depressed, or hopeless?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201040000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Feeling_Irritated_Angry,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Feeling more irritated, grouchy, or angry than usual?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201050000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Little_Sleep_Same_Energy,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Sleeping less than usual, but still have a lot of energy?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201060000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Doing_More_Than_Usual,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Starting lots more projects than usual or doing more risky things than usual?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201070000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Feeling_Nervous_Anxious,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Feeling nervous, anxious, frightened, worried, or on edge?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201080000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Feeling_Panic,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Feeling panic or being frightened?",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201090000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX610201_Avoiding_Anxious_Situations,"The questions below ask about things that might have bothered you. For each question, circle the number that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.  Avoiding situations that make you anxious",DCW_610201.doc,encoded values,,,,,,,PhenX,PX610201100000,,,,,0 = None (Not at all),"1 = Slight (Rare, less than a day or two)",2 = Mild (Several Days),3 = Moderate (More than half the days),4 = Severe (Nearly every day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
