VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Voice_Changed_Peer_Comparison,"Think about when the following events happened to you. Was this earlier than most of your friends, around the same time, or later?  Your voice changed. Compared to your friends was this:",DCW_100602.doc,encoded values,,,,,,,PhenX,PX100602010100,,,,,1 = Earlier,2 = About the same time,3 = Later,4 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Voice_Changed_Age,What is your age when your voice changed?,DCW_100602.doc,integer,,,,,,,PhenX,PX100602010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Voice_Changed_Age_Coded,What is your age when your voice changed?,DCW_100602.doc,enumerated,,,,,,,PhenX,PX100602010201,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Penis_Size_Increased_Peer_Comparison,"Think about when the following events happened to you. Was this earlier than most of your friends, around the same time, or later?  Your penis started increasing in size. Compared to your friends was this:",DCW_100602.doc,encoded values,,,,,,,PhenX,PX100602020100,,,,,1 = Earlier,2 = About the same time,3 = Later,4 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Penis_Size_Increased_Age,What is your age when your penis started increasing in size?,DCW_100602.doc,integer,,,,,,,PhenX,PX100602020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Penis_Size_Increased_Age_Coded,What is your age when your penis started increasing in size?,DCW_100602.doc,enumerated,,,,,,,PhenX,PX100602020201,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Testicles_Size_Increased_Peer_Comparison,"Think about when the following events happened to you. Was this earlier than most of your friends, around the same time, or later?  Your testicles started increasing in size. Compared to your friends was this:",DCW_100602.doc,encoded values,,,,,,,PhenX,PX100602030100,,,,,1 = Earlier,2 = About the same time,3 = Later,4 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Testicles_Size_Increased_Age,What is your age when your testicles started increasing in size?,DCW_100602.doc,integer,,,,,,,PhenX,PX100602030200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Testicles_Size_Increased_Age_Coded,What is your age when your testicles started increasing in size?,DCW_100602.doc,enumerated,,,,,,,PhenX,PX100602030201,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Developed_Pubic_Hair_Peer_Comparison,"Think about when the following events happened to you. Was this earlier than most of your friends, around the same time, or later?  You developed pubic hair. Compared to your friends was this:",DCW_100602.doc,encoded values,,,,,,,PhenX,PX100602040100,,,,,1 = Earlier,2 = About the same time,3 = Later,4 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Developed_Pubic_Hair_Age,What is your age when you developed pubic hair?,DCW_100602.doc,integer,,,,,,,PhenX,PX100602040200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Developed_Pubic_Hair_Age_Coded,What is your age when you developed pubic hair?,DCW_100602.doc,enumerated,,,,,,,PhenX,PX100602040201,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Puberty_Reach,"People reach puberty at different ages. Signs of puberty for males include physical changes such as developing pubic or facial hair, or the voice cracking or lowering. Would you say these changes:",DCW_100602.doc,encoded values,,,,,,,PhenX,PX100602050000,,,,,1 = Have not yet begun,2 = Have barely started,3 = Are definitely underway,4 = Seem completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX100602_Puberty_Enter_Began_First_Age,"How old were you when you entered puberty (that is, when these changes began)?",DCW_100602.doc,integer,,,,,Enter age in years.,,PhenX,PX100602060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
