VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Completely_Hopeless_Past7days,"In the past 7 days, how often did you feel completely hopeless because of your health?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201010000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Lonely_Past7days,"In the past 7 days, how lonely did you feel because of your health problems?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201020000,,,,,Not at all,A little,Somewhat,Quite,Very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Depressed_Past7days,"In the past 7 days, how depressed were you about your health problems?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201030000,,,,,Not at all,A little,Somewhat,Quite,Very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Worry_Past7days,"In the past 7 days, how much did you worry about getting sick?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201040000,,,,,Not at all,A little bit,Somewhat,Quite a bit,Very much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Often_Worried_Past7days,"In the past 7 days, how often were you very worried about needing to go to the hospital?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201050000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_RelyOn_Others_Past30days,"In the past 30 days, how much did you rely on others to take care of you because of your health?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201060000,,,,,Not at all,A little bit,Somewhat,Quite a bit,Very much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Often_SlowDown_Past30days,"In the past 30 days, how often did your health slow you down?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201070000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_OftenHard_DoThings_Past30days,"In the past 30 days, how often did your health make it hard for you to do things?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201080000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_OftenPrevent_Going_Past30days,"In the past 30 days, how often did your health keep you from going out?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201090000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_HowMuch_DoThings_Past30days,"In the past 30 days, how much did your health make it hard for you to do things with your friends?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201100000,,,,,Not at all,A little bit,Somewhat,Quite a bit,Very much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_OftenUnable_Sleep_Past7days,"In the past 7 days, how often did you stay up most of the night because you could not fall asleep?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201110000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_OftenEasy_Sleep_Past7days,"In the past 7 days, how often was it very easy for you to fall asleep?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201120000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Trouble_Sleep_Past7days,"In the past 7 days, how often did you have a lot of trouble falling asleep?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201130000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Up_AllNight_Past7days,"In the past 7 days, how often did you stay up all night because you could not fall asleep?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201140000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Up_HalfNight_Past7days,"In the past 7 days, how often did you stay up half of the night because you could not fall asleep?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201150000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_WokeUp_Stiff_Past7days,"In the past 7 days, how often were your joints very stiff when you woke up?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201160000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Stiff_DuringDay_Past7days,"In the past 7 days, how often were your joints very stiff during the day?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201170000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_UnableMove_DuringDay_Past7days,"In the past 7 days, how often were your joints so stiff during the day that you could not move?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201180000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_WakeUp_UnableMove_Past7days,"In the past 7 days, how often did you wake up so stiff that you could not move?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201190000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820201_QualityOfLife_SCDAdult_Time_GetOutBed_Past7days,"In the past 7 days, how often did it take you a very long time to get out of bed because of stiffness?",DCW_820201.doc,enumerated,,,,,,,PhenX,PX820201200000,,,,,Never,Rarely,Sometimes,Often,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
