VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SideBySide_Stand,Side-by-Side Stand,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501010000,,,,,1 point Held for 10 sec,0 points Not held for 10 sec,0 points Not attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SideBySide_Stand_Not_Attempted,"If participant did not attempt test or failed, mark why:",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501020000,,,,,1 = Tried but unable,2 = Participant could not hold position unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SideBySide_Stand_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why:",DCW_150501.doc,string,,,,,"Completed if answer is ""Other (Specify)""",,PhenX,PX150501020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SideBySide_Number_Seconds,Number of seconds held if less than 10 sec,DCW_150501.doc,decimal,second,,,,Number of seconds held if less than 10 sec,,PhenX,PX150501030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SemiTandemStand,Semi-Tandem Stand,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501040000,,,,,1 point Held for 10 sec,0 points Not held for 10 sec,0 points Not attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SemiTandemStand_Not_Attempted,"If participant did not attempt test or failed, mark why",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501050000,,,,,1 = Tried but unable,2 = Participant could not hold position unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SemiTandemStand_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why",DCW_150501.doc,string,,,,,"Completed if answer ""Other (Specify)""",,PhenX,PX150501050100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_SemiTandemStand_Number_Seconds,Number of seconds held if less than 10 sec,DCW_150501.doc,decimal,second,,,,,,PhenX,PX150501060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_TandemStand,Tandem Stand,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501070000,,,,,1 point Held for 10 sec,0 points Not held for 10 sec,0 points Not attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_TandemStand_Not_Attempted,"If participant did not attempt test or failed, mark why",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501080000,,,,,1 = Tried but unable,2 = Participant could not hold position unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_TandemStand_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why",DCW_150501.doc,string,,,,,"Completed if answer is ""Other (Specify)""",,PhenX,PX150501080100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_TandemStand_Number_Seconds,Number of seconds held if less than 10 sec,DCW_150501.doc,decimal,second,,,,,,PhenX,PX150501090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_Total_Balance_Score,Total Balance Tests score (sum points),DCW_150501.doc,integer,,,,,,,PhenX,PX150501100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_Balance_Comments,Comments,DCW_150501.doc,string,,,,,,,PhenX,PX150501110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_Course_Length,Length of walk test course,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501120000,,,,,Four meters,Three meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_One_Time,Time for 3 or 4 meters,DCW_150501.doc,decimal,second,,,,,,PhenX,PX150501130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_One_Not_Attempted,"If participant did not attempt test or failed, mark why",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501140000,,,,,1 = Tried but unable,2 = Participant could not walk unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_One_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why",DCW_150501.doc,string,,,,,"Completed if answer is ""Other (Specify)""",,PhenX,PX150501140100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_One_Aids,Aids for the first walk,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501150000,,,,,None,Cane,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_One_Comments,Comments,DCW_150501.doc,string,,,,,,,PhenX,PX150501160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_Two_Time,Time for 3 or 4 meters,DCW_150501.doc,decimal,second,,,,,,PhenX,PX150501170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_Two_Not_Attempted,"If participant did not attempt test or failed, mark why:",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501180000,,,,,1 = Tried but unable,2 = Participant could not walk unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_Two_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why:",DCW_150501.doc,string,,,,,"Completed if answer is ""Other (Specify)""",,PhenX,PX150501180100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501__WalkTest_Two_Aids,Aids for the second walk,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501190000,,,,,None,Cane,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_Shorter_WalkTest_Time,Record the shorter of the two times,DCW_150501.doc,decimal,second,,,,,,PhenX,PX150501210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_4Meter_Score,For 4-Meter Walk,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501240000,,,,,1 point If time is more than 8.70 sec,2 points If time is 6.21 to 8.70 sec,3 points If time is 4.82 to 6.20 sec,4 points If time is less than 4.82 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_WalkTest_3Meter_Score,For 3-Meter Walk,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501250000,,,,,1 point If time is more than 6.52 sec,2 points If time is 4.66 to 6.52 sec,3 points If time is 3.62 to 4.65 sec,4 points If time is less than 3.62 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_Safe,Safe to stand without help,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501260000,,,,,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_DidNot_Use_Arms,Participant stood without using arms,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501270000,,,,,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_Did_Use_Arms,Participant used arms to stand,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501280000,,,,,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_Not_Completed,Test not completed,DCW_150501.doc,enumerated,,,,,,,PhenX,PX150501290000,,,,,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_Not_Attempted,"If participant did not attempt test or failed, mark why:",DCW_150501.doc,encoded values,,,,,,,PhenX,PX150501300000,,,,,1 = Tried but unable,2 = Participant could not stand unassisted,"3 = Not attempted, you felt unsafe","4 = Not attempted, participant felt unsafe",5 = Participant unable to understand instructions,6 = Other,7 = Participant refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150501_ChairStand_Not_Attempted_Specify,"If participant did not attempt test or failed, mark why",DCW_150501.doc,string,,,,,"Completed if answer is ""Other (Specify)""",,PhenX,PX150501300100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
