"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Encourage_Contact","Cancer surgery team refers to the doctors, nurses, therapists, technicians, and their support staff involved with your cancer surgery through this cancer center. Since it was decided that you would have cancer surgery, did your cancer surgery team encourage you to contact them with questions between visits?","DCW_320801.doc","enumerated","","","","","","","PhenX","PX320801010000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Call_Side_Effects","Since it was decided that you would have cancer surgery, did your cancer surgery team tell you to call them immediately if you have certain symptoms or side effects?","DCW_320801.doc","enumerated","","","","","","","PhenX","PX320801020000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Contact_After_Hours","Since it was decided that you would have cancer surgery, did your cancer surgery team give you clear instructions about how to contact them after regular office hours?","DCW_320801.doc","enumerated","","","","","","","PhenX","PX320801030000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Involve_Family","Since it was decided that you would have cancer surgery, did your cancer surgery team involve your family members or close friends in discussions about your cancer or cancer care as much as you wanted?","DCW_320801.doc","enumerated","","","","","","","PhenX","PX320801040000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Time_Cancer_Surgery_Center","When was the last time you received cancer surgery for cancer from this cancer center?","DCW_320801.doc","enumerated","","","","","","","PhenX","PX320801050000","","","","","In the last 6 months","More than 6 months ago","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Visit_Times","In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801060000","","","","","None","1 to 5 times","6 to 10 times","11 or more times","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Contact_Immediate_Care","In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801070000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Appointment_Immediacy","In the last 6 months, when you contacted this cancer center to get an appointment for care you needed right away, how often did you get an appointment as soon as you needed?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?' != 'No' and 'In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?' != 'No'","","PhenX","PX320801080000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Appointment_Last_Six_Months","In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801090000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Immediacy","In the last 6 months, when you made an appointment for a check - up or routine care at this cancer center, how often did you get an appointment as soon as you needed?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?' != 'No' and 'In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?' != 'No'","","PhenX","PX320801100000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Question_Office_Hours","In the last 6 months, did you contact this cancer center with a medical question during regular office hours?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801110000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Question_Office_Hours_Same_Day_Answer","In the last 6 months, when you contacted this cancer center during regular office hours, how often did you get an answer to your medical question that same day?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you contact this cancer center with a medical question during regular office hours?' != 'No'","","PhenX","PX320801120000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Explain_Understand","Cancer surgery team refers to the doctors, nurses, therapists, technicians, and their support staff involved with your cancer surgery through this cancer center. In the last 6 months, how often did your cancer surgery team explain things in a way that was easy to understand?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801130000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Listen","In the last 6 months, how often did your cancer surgery team listen carefully to you?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801140000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Know_Medical_History","In the last 6 months, how often did your cancer surgery team seem to know the important information about your medical history?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801150000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Respect","In the last 6 months, how often did your cancer surgery team show respect for what you had to say?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801160000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Time","In the last 6 months, how often did your cancer surgery team spend enough time with you?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801170000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Order_Test","In the last 6 months, did your cancer surgery team order a blood test, x - ray, or other test for you? Do not include cancer surgery.","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801180000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Test_Center_Followup","In the last 6 months, when you had blood tests, x - rays, or other tests as part of your cancer treatment, how often did someone from this cancer center follow up to give you those results?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did your cancer surgery team order a blood test, x - ray, or other test for you? Do not include cancer surgery.' != 'No'","","PhenX","PX320801190000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Prescription","In the last 6 months, did you take any prescription medicine?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801200000","","","","","No","Yes","","","","","","","","",""
