VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Date_Lived_From_1,From what date did you live in the residence?,DCW_060301.doc,Date,,,,,,,PhenX,PX060301010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Date_Lived_To_1,To what date did/do you live in the residence?,DCW_060301.doc,Date,,,,,,,PhenX,PX060301010102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Address_1,"What is the residence address?  Street/Crosstreets City, State or Landmark.",DCW_060301.doc,string,,,,,,,PhenX,PX060301010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_On_Farm_1,Was this on a farm?,DCW_060301.doc,enumerated,,,,,,,PhenX,PX060301010300,,,,,on farm,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Water_Supply_1,What was your water supply?,DCW_060301.doc,enumerated,,,,,,,PhenX,PX060301010400,,,,,city,private well,filtered water,bottled water,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Water_Supply_1_Specify,What was your water supply?,DCW_060301.doc,string,,,,,"Completed if water supply is ""Other""",,PhenX,PX060301010401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Near_Field_Orchards_1,Near fields or orchards?,DCW_060301.doc,enumerated,,,,,,,PhenX,PX060301010500,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Near_Town_1,Did you live close to the center or margin of town?,DCW_060301.doc,enumerated,,,,,,,PhenX,PX060301010600,,,,,center,margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Geocoordinate_Latitude_1,"After the interview has been completed, enter the geocoordinates for the residence.  Latitude",DCW_060301.doc,string,,,,,,,PhenX,PX060301010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060301_Residence_Geocoordinate_Longitude_1,"After the interview has been completed, enter the geocoordinates for the residence.  Longitude",DCW_060301.doc,string,,,,,,,PhenX,PX060301010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
