VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_Identifier_Coder_Name,Enter Coder Name:,DCW_750201.doc,string,,,,,,,PhenX,PX750201010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_Identifier_PackId_State,Enter the state ID on the pack,DCW_750201.doc,string,,,,,,,PhenX,PX750201020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_Identifier_PackId_County,Enter the county ID on the pack,DCW_750201.doc,string,,,,,,,PhenX,PX750201020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_Identifier_PackId_Store,Enter the store ID on the pack,DCW_750201.doc,string,,,,,,,PhenX,PX750201020300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_Identifier_Comments,Use this section to record if you had to consult about the ID or anything else of note.,DCW_750201.doc,string,,,,,,,PhenX,PX750201030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_Brand,What brand is the cigarettes?,DCW_750201.doc,enumerated,,,,,,,PhenX,PX750201040100,,,,,Marlboro,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_Brand_Other,What brand is the cigarettes?,DCW_750201.doc,string,,,,,,,PhenX,PX750201040200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_MarlboroVariety,What type of Marlboro® Variety?,DCW_750201.doc,enumerated,,,,,skip logic,,PhenX,PX750201050100,,,,,Marlboro Reds,Marlboro Red Label,Marlboro 100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_MarlboroVariety_Other,What type of Marlboro® Variety? Other (please specify),DCW_750201.doc,string,,,,,skip logic,,PhenX,PX750201050200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_NewportVariety,What type of Newport® Variety?,DCW_750201.doc,enumerated,,,,,skip logic,,PhenX,PX750201060100,,,,,Newport Greens,Newport 100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX750201_PackagingLabeling_Compliance_PackCharacteristics_NewportVariety_Other,What type of Newport® Variety? Other (please specify),DCW_750201.doc,string,,,,,skip logic,,PhenX,PX750201060200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
