VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX910302_Factor_Eight_Plasma_Clotting_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) followed to ensure quality specimens for coagulation testing?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302010000,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302020100,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Capped_Room_Temp,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302020200,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Not_Refrigerated_Stored,Were samples refrigerated or stored on ice or in an ice bath?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302020300,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Not_Transported_Vertically,Were samples transported vertically?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302020400,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Not_Agitated,Were samples agitated during transportation to avoid remixing of components?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302020500,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Transported_Stored,Were procedures for samples transportation and storage followed?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302030100,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Unprocessed_Sodium_Citrate,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302030200,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Whole_Blood_Centrifuged,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302030300,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Sample_Processing_Plasma_Processed_Centrifugation,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302030400,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Assay_One,Were appropriate assays and instruments to perform the one-stage clotting factor assay chosen?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302040000,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Interpretation_Results_Severe,Was a result < 1% of normal?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302050100,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Interpretation_Results_Moderate,Was a result > 1% and < 5% of normal?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302050200,,,,,Yes,No
PX910302_Factor_Eight_Plasma_Clotting_Interpretation_Results_Mild,Was a result > 5% of normal?,DCW_910302.doc,enumerated,,,,,,,PhenX,PX910302050400,,,,,Yes,No
