"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX280401_Access_Health_Technology_Mobile_Device_Track_Health_Goal","Has your tablet or smartphone… helped you track progress on a health-related goal, such as quitting smoking, losing weight, or increasing physical activity?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401010100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Mobile_Device_Treatment_Illness","Has your tablet or smartphone… helped you make a decision about how to treat an illness or condition?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401010200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Mobile_Device_Assist_Healthcare_Provider","Has your tablet or smartphone… helped you in discussions with your health care provider?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401010300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Electronic_Device_Past_Year_Health_Monitoring","Other than a tablet or smartphone, have you used an electronic device to monitor or track your health within the last 12 months? Examples include Fitbit, blood glucose meters, and blood pressure monitors.","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401020000","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Electronic_Device_Share_Information_Past_Year","Have you shared health information from either an electronic monitoring device or smartphone with a health professional within the last 12 months?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401030000","","","","","Yes","No","Not applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Internet_Past_Year_Social_Media","Sometimes people use the Internet to connect with other people online through social networks like Facebook or Twitter. This is often called social media. In the past 12 months, have you used the Internet for any of the following reasons? To visit a social networking site, such as Facebook or LinkedIn","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401040100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Internet_Past_Year_Share_Health_Information","Sometimes people use the Internet to connect with other people online through social networks like Facebook or Twitter. This is often called social media. In the past 12 months, have you used the Internet for any of the following reasons? To share health information on social networking sites, such as Facebook or Twitter","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401040200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Internet_Past_Year_Blog","Sometimes people use the Internet to connect with other people online through social networks like Facebook or Twitter. This is often called social media. In the past 12 months, have you used the Internet for any of the following reasons? To write in an online diary or blog (i.e., Web log)","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401040300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Internet_Past_Year_Forum","Sometimes people use the Internet to connect with other people online through social networks like Facebook or Twitter. This is often called social media. In the past 12 months, have you used the Internet for any of the following reasons? To participate in an online forum or support group for people with a similar health or medical issue","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401040400","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Internet_Past_Year_Youtube","Sometimes people use the Internet to connect with other people online through social networks like Facebook or Twitter. This is often called social media. In the past 12 months, have you used the Internet for any of the following reasons? To watch a health-related video on YouTube","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401040500","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Text_Message_Doctor_Past_Year","Have you sent a text message to or received a text message from a doctor or other health care professional within the last 12 months?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401050000","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Computer","Do any of your doctors or other health care providers maintain your medical records in a computerized system?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401060000","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Safeguards","How confident are you that safeguards (including the use of technology) are in place to protect your medical records from being seen by people who aren’t permitted to see them?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401070000","","","","","Very confident","Somewhat confident","Not confident ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Health_Information_Privacy","Have you ever kept information from your health care provider because you were concerned about the privacy or security of your medical record?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401080000","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access","Have you ever been offered online access to your medical records by your health care provider or health insurer?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401090000","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Details","Who offered you online access to your medical records? Mark all that apply.","DCW_280401.doc","enumerated","","","","","ASK IF Q9 = Yes","","PhenX","PX280401100100","","","","","Health care provider","Health insurer","Something else ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Details_Specify","Who offered you online access to your medical records? Mark all that apply. Specify:","DCW_280401.doc","string","","","","","ASK IF Q10.1 = Something else","","PhenX","PX280401100200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Accessed_Past_Year","How many times did you access your online medical record in the last 12 months?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401110000","","","","","0","1 to 2 times","3 to 5 times","6 to 9 times","10 or more times","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Direct_Communication","Why have you not accessed your medical record online? Is it because… You prefer to speak to your health care provider directly?","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Lack_Means","Why have you not accessed your medical record online? Is it because… You do not have a way to access the website?","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Necessity","Why have you not accessed your medical record online? Is it because… You did not have a need to use your online medical record?","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Privacy_Concerns","Why have you not accessed your medical record online? Is it because… You were concerned about the privacy or security of the website that had your medical records?","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120400","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Nonexistent","Why have you not accessed your medical record online? Is it because… You don’t have an online medical record?","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120500","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Other","Why have you not accessed your medical record online? Is it because… Other","DCW_280401.doc","enumerated","","","","","ASK IF Q11 = 0","","PhenX","PX280401120601","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Access_Other_Specify","Why have you not accessed your medical record online? Is it because… Other, specify:","DCW_280401.doc","string","","","","","ASK IF Q12.6.1 = Yes","","PhenX","PX280401120602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Medication","In the past 12 months, have you used your online medical record to... Request refill of medications?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Paperwork","In the past 12 months, have you used your online medical record to... Fill out forms or paperwork related to your health care?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Inaccuracy","In the past 12 months, have you used your online medical record to... Request correction of inaccurate information?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Secure_Messaging","In the past 12 months, have you used your online medical record to... Securely message health care provider and staff (for example, e-mail)?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130400","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Download","In the past 12 months, have you used your online medical record to... Download your health information to your computer or mobile device, such as a cell phone or tablet? ","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130500","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Add_Information","In the past 12 months, have you used your online medical record to... Add health information to share with your health care provider, such as health concerns, symptoms, and side effects?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130600","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Past_Year_Decision_Making","In the past 12 months, have you used your online medical record to... Help you make a decision about how to treat an illness or condition?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401130700","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_History","Do any of your online medical records include the following types of medical information? List of health/medical problems ","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401140100","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Allergy","Do any of your online medical records include the following types of medical information? Allergy list","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401140200","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Office_Visit","Do any of your online medical records include the following types of medical information? Summaries of your office visit","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401140300","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Clinical_Notes","Do any of your online medical records include the following types of medical information? Clinical notes","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401140400","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Immunization","Do any of your online medical records include the following types of medical information? Immunization or vaccination history ","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401140500","","","","","Yes","No","Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Different_Provider","Have you electronically sent your medical information to… Another health care provider?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401150100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Family_Person","Have you electronically sent your medical information to… A family member or another person involved with your care?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401150200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Service_App","Have you electronically sent your medical information to… A service or app that can help manage and store your health information? ","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401150300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280401_Access_Health_Technology_Medical_Records_Online_Useful","In general, how useful is your online medical record for monitoring your health?","DCW_280401.doc","enumerated","","","","","","","PhenX","PX280401160000","","","","","Very useful","Somewhat useful","Not very useful","Not at all useful","I do not use my online medical record to monitor my health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
