VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) followed?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Venous_Statsis,Were steps taken to prevent prolonged venous stasis?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Nonhemolyzed,Were nonhemolyzed samples collected?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010300,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Blood_Draw,Was the order of blood draw recorded?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010400,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Tubes,Were collection tubes filled and mixed?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010500,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Venipuncture,Was blood collected by direct venipuncture into 3.2% sodium citrate tubes?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010600,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Tubes_Filled,Were the tubes filled within 11% of the fill line?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010700,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Tubes_Second,Was a second tube collected?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010800,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Tubes_Winged,Was a winged butterfly collection system used?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101010900,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Collection_Tubes_Discard,Was a discard tube drawn?,DCW_911101.doc,enumerated,,,,,ASK IF Q1.9=YES,,PhenX,PX911101011000,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing,Were the sample collection and processing procedures outlined in Adcock Funk et al. (2012) followed?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Sodium_Citrate,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Refrigerated,Were samples refrigerated or stored on ice or in an ice bath?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020300,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Transportation,Were samples transported vertically?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020400,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Agitation,Were samples agitated during transportation?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020500,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Storage_Unprocessed,Were samples stored as unprocessed sodium citrate whole blood samples?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020600,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Storage_Whole_Blood,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020700,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Storage_Plasma,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101020800,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Platelet_Poor_Plasma,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_911101.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911101020900,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Assayed,Were samples assayed within 4 hours of collection?,DCW_911101.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911101021000,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ",DCW_911101.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911101021100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Frozen,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,DCW_911101.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911101021200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Sample_Processing_Deep_Freeze,"Was the sample transferred to <= -70 C, including shipment?",DCW_911101.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911101021300,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_One_Stage_Clotting_Factor_Assay_Changes,Were any changes made in the protocol over the course of the study?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101030100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_One_Stage_Clotting_Factor_Assay_Record,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?",DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101030200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study,"Were the parameters outlined by the Subcommittee on Factor VIII and Factor VIII of the Scientific and Standardization Committee of the International Society on Thrombosis and Haemostasis (Lee et al., 2001) followed?",DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_Dose,Was the patient infused with a 50 unit/kg dose of Factor VIII concentrate after a treatment-free washout period lasting longer than five half-lives?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_Infusion_Baseline,Was Factor VIII activity tested before infusion (baseline)?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040300,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion,Was Factor VIII activity tested 10-15 minutes after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040400,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Minutes_30,Was Factor VIII activity tested 30 minutes after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040500,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_1,Was Factor VIII activity tested 1 hour after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040600,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_3,Was Factor VIII activity tested 3 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040700,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_6,Was Factor VIII activity tested 6 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040800,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_9,Was Factor VIII activity tested 9 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101040900,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_24,Was Factor VIII activity tested 24 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101041000,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_28,Was Factor VIII activity tested 28 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101041100,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_32,Was Factor VIII activity tested 32 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101041200,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_48,Was Factor VIII activity tested 48 hours after infusion?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101041300,,,,,Yes,No
PX911101_Factor_Eight_Individual_Clotting_Standard_Pharmacokinetic_Interpretation,Was the Factor VIII half-life (t) less than 6 hours?,DCW_911101.doc,enumerated,,,,,,,PhenX,PX911101050100,,,,,Yes,No
