VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_InitialExamination_Date,What is the date of initial examination,DCW_21702.doc,date,,,,,,,PhenX,PX021702010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_InitialExamination_Height,What is the patient's height measured at initial examination?,DCW_21702.doc,decimal,centimeters,,,,,,PhenX,PX021702010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_InitialExamination_Weight,What is the patient's weight measured at initial examination?,DCW_21702.doc,decimal,kilograms,,,,,,PhenX,PX021702010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Date_Visit_1,What is the date of today's prenatal examination?,DCW_21702.doc,date,,,,,,,PhenX,PX021702020100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_GestationalAge_Visit_1,What is the patient's gestational age at today's prenatal examination?,DCW_21702.doc,integer,weeks,,,,,,PhenX,PX021702020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Height_Visit_1,What is the patient's height at today's prenatal examination?,DCW_21702.doc,decimal,centimeters,,,,,,PhenX,PX021702020300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Weight_Visit_1,What is the patient's weight at today's prenatal examination?,DCW_21702.doc,decimal,kilograms,,,,,,PhenX,PX021702020400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Date_Visit_2,What is the date of today's prenatal examination?,DCW_21702.doc,date,,,,,,,PhenX,PX021702030100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_GestationalAge_Visit_2,What is the patient's gestational age at today's prenatal examination?,DCW_21702.doc,integer,weeks,,,,,,PhenX,PX021702030200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Height_Visit_2,What is the patient's height at today's prenatal examination?,DCW_21702.doc,decimal,centimeters,,,,,,PhenX,PX021702030300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Weight_Visit_2,What is the patient's weight at today's prenatal examination?,DCW_21702.doc,decimal,kilograms,,,,,,PhenX,PX021702030400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX021702_SerialWeights_Prenatal_Date_Visit_3,What is the date of today's prenatal examination?,DCW_21702.doc,date,,,,,,,PhenX,PX021702040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
