VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Sedatives,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use sedatives?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301010000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Sedatives_Coded,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use sedatives?",DCW_031301.doc,enumerated,,,,,,,PhenX,PX031301010100,,,,,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Tranquilizers,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use tranquilizers or anti-anxiety drugs?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301020000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Tranquilizers_Coded,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use tranquilizers or anti-anxiety drugs?",DCW_031301.doc,enumerated,,,,,,,PhenX,PX031301020100,,,,,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Painkillers,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use painkillers?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301030000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Painkillers_Coded,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use painkillers?",DCW_031301.doc,enumerated,,,,,,,PhenX,PX031301030100,,,,,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Stimulants,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use stimulants?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301040000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Stimulants_Coded,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use stimulants?",DCW_031301.doc,enumerated,,,,,,,PhenX,PX031301040100,,,,,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Marijuana,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use marijuana or hashish?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301050000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Marijuana_Coded,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use marijuana or hashish?",DCW_031301.doc,enumerated,,,,,,,PhenX,PX031301050100,,,,,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX031301_Frequency_Cocaine,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use cocaine?",DCW_031301.doc,integer,,0,30,,,,PhenX,PX031301060000,,,,,0..30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
