VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Name,My Family Health Portrait (MFHP)  - Name,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Gender,My Family Health Portrait (MFHP)  - Gender,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001020000,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_BirthDate,My Family Health Portrait (MFHP)  - BirthDate,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Twin,My Family Health Portrait (MFHP)  - Were you born a twin?,DCW_221001.doc,date,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001040000,,,,,No,Yes - Identical (Same) , Yes - Not Identical (Fraternal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Adopted,My Family Health Portrait (MFHP)  - Were you adopted?,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001050000,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Height,My Family Health Portrait (MFHP)  - Height,DCW_221001.doc,string,feet,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Weight,My Family Health Portrait (MFHP)  - Weight,DCW_221001.doc,string,lbs,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Disease,My Family Health Portrait (MFHP)  - Disease,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Diagnosis_Age,My Family Health Portrait (MFHP)  - Age at Diagnosis,DCW_221001.doc,numeric,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001090000,,,,,pre-birth,newborn,in infancy,in childhood,in adolescence,20-29,30-39,40-49,50-59,60 or older,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Race,My Family Health Portrait (MFHP)  - Race,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001100000,,,,,American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Ethnicity,My Family Health Portrait (MFHP)  - Ethnicity,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001110000,,,,,Hispanic or Latino,Ashkenazi Jewish,Not Hispanic or Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX221001_MFHP_Family_Member,My Family Health Portrait (MFHP)  -,DCW_221001.doc,string,,,,,"The online tool includes questions about the individual followed by questions about each close family member. Once the required fields and health information are entered into the online tool, a pedigree containing all relevant information can be generated.",https://familyhistory.hhs.gov/FHH/html/index.html,PhenX,PX221001120000,,,,,brothers,sisters,sons,daughters,uncles,aunts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
