"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_None","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set.","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010100","","","","","None of the below gastrointestinal issues apply to me","","","","","","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Constipation","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Constipation","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010200","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Diarrhea","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Diarrhea","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010300","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Vomiting","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Vomiting","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010400","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Nausea","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Nausea","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010500","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Apetite_Loss","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Loss of Appetite","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010600","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Abdominal_Pain","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Abdominal Pain","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010700","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Gastrointestinal_Issues_Lower_Esophagus_Burning","Did you experience these symptoms, and when did you experience them? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. If you experienced none of the symptoms in a set, select the checkbox (None of the below issues apply to me) above the grouped set. Lower Esophagus Burning /gastroesophageal reflux / acid reflux","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011010800","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Other_Covid_Symptoms","Have you experienced any of these symptoms since the start of your COVID-19 illness? (Please choose all options that apply) Gastrointestinal","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011020000","","","","","Feeling full quickly when eating","Abdominal pain","Hyperactive bowel sensations","None of the above","","","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Week_1","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 1","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030100","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Week_2","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 2","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030200","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Week_3","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 3","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030300","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Week_4","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 4","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030400","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_2","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 2","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030500","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_3","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 3","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030600","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_4","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 4","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030700","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_5","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 5","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030800","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_6","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 6","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011030900","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Severity_Month_7","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 7+","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011031000","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Courses_Replase","Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply:","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011040100","","","","","My relapses happen in a regular pattern (monthly, daily, or weekly).","My relapses happen in an irregular pattern (randomly).","My relapses happen in response to a trigger (stress, alcohol, exercise/exertion, etc).","My relapses are getting shorter/easier over time.","My relapses are getting longer/harder over time.","My relapse severity has stayed about the same over time.","Overall, my symptoms have slowly gotten better over time.","Overall, my symptoms have stayed about the same over time.,Overall, my symptoms have slowly worsened over time.,I got worse rapidly.,I got better rapidly.,Other"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Courses_Replase_Other","Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply: Other","DCW_992011.doc","string","","","","","ASK IF \"Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply:\" = \"Other\"","","PhenX","PX992011040200","","","","","","","","","","","",",,,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Relapse_Trigger","Which of these trigger a relapse or worsening of symptoms? Please select all that apply:","DCW_992011.doc","enumerated","","","","","","","PhenX","PX992011050100","","","","","Stress","Alcohol","Caffeine","Heat","Period/menstruation","Week before period/menstruation","Exercise","Physical activity,Mental activity,Other,,"
"PX992011_Long_COVID_Symptoms_Gastrointestinal_Long_Symptom_Relapse_Trigger_Other","Which of these trigger a relapse or worsening of symptoms? Please select all that apply: Other","DCW_992011.doc","string","","","","","ASK IF \"Which of these trigger a relapse or worsening of symptoms? Please select all that apply:\" = \"Other\"","","PhenX","PX992011050200","","","","","","","","","","","",",,,,"
