VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Intensely_Energetic_Several_Days,"Has your child experienced periods of several days or more when, although he/she was feeling unusually happy and intensely energetic (clearly more than your child's usual self), he/she was also physically restless, unable to sit still, and had to keep moving or jumping from one activity to another?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401010000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Others_Say_Child_Happy,Have there been periods of several days or more when your child's friends or other family members told you that your child seemed unusually happy or high - clearly different from his/her usual self or from a typical good mood?,DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401020000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Mood_Rapidly_Change,Has your child's mood or energy shifted rapidly back and forth from happy to sad or high to low?,DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401030000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Intense_Energy_With_Anxiety,"Has your child had periods of extreme happiness and intense energy lasting several days or more when he/she also felt much more anxious or tense (jittery, nervous, uptight) than usual (other than related to the menstrual cycle)?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401040000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Intense_Energy_With_Rage,"Have there been times of several days or more when, although your child was feeling unusually happy and intensely energetic (clearly more than his/her usual self), he/she also had to struggle very hard to control inner feelings of rage or an urge to smash or destroy things?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401050000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Intense_Energy_With_Sleeplessness,"Has your child had periods of extreme happiness and intense energy (clearly more than his/her usual self) when, for several days or more, it took him/her over an hour to get to sleep at night?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401060000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Feelings_Always_Extreme,"Have you found that your child's feelings or energy are generally up or down, but rarely in the middle?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401070000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Alternating_Irritable_Elated,"Has your child had periods lasting several days or more when he/she felt depressed or irritable, and then other periods of several days or more when he/she felt extremely high, elated, and overflowing with energy?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401080000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Intensely_Energetic_With_Irritable,"Have there been periods when, although your child was feeling unusually happy and intensely energetic, almost everything got on his/her nerves and made him/her irritable or angry (other than related to the menstrual cycle)?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401090000,,,,,0 = Never or Hardly ever,1 = Sometimes,2 = Often,"3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX120401_Mania_Rapid_Thoughts,"Has your child had times when his/her thoughts and ideas came so fast that he/she couldn't get them all out, or they came so quickly others complained that they couldn't keep up with your child's ideas?",DCW_120401.doc,encoded values,,,,,,,PhenX,PX120401100000,,,,,0 = Never or Hardly ever,1 = Sometimes,"2 = Often,","3 = Very Often, Almost Constantly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
