VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Hospital,Birth Hospital,DCW_161601.doc,string,,,,,,,PhenX,PX161601010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Weight,Birth Weight,DCW_161601.doc,integer,,,,,,,PhenX,PX161601010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Weight_Units,Birth Weight - Specify Units,DCW_161601.doc,string,,,,,,,PhenX,PX161601010201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Length,Birth Length,DCW_161601.doc,integer,,,,,,,PhenX,PX161601010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Length_Units,Birth Length - Specify units,DCW_161601.doc,string,,,,,,,PhenX,PX161601010301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Doctor,Birth Doctor,DCW_161601.doc,string,,,,,,,PhenX,PX161601010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Prenatal_Problem,Birth Prenatal Problem,DCW_161601.doc,string,,,,,,,PhenX,PX161601010500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Birth_Apgar_Score,Birth Apgar Score,DCW_161601.doc,integer,,,,,,,PhenX,PX161601010600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem1_Type,Health Problem 1 - Type,DCW_161601.doc,string,,,,,,,PhenX,PX161601020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem1_Date_Month,Health Problem 1 - Date - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem1_Date_Day,Health Problem 1 - Date - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem1_Date_Year,Health Problem 1 - Date - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem1_Remarks,"Health Problem 1 - Remarks (e.g., medications, special tests, x-rays, length of hospital stay, surgery)",DCW_161601.doc,string,,,,,,,PhenX,PX161601020105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem2_Type,Health Problem 2 - Type,DCW_161601.doc,string,,,,,,,PhenX,PX161601020201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem2_Date_Month,Health Problem 2 - Date - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem2_Date_Day,Health Problem 2 - Date - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem2_Date_Year,Health Problem 2 - Date - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem2_Remarks,"Health Problem 2 - Remarks (e.g., medications, special tests, x-rays, length of hospital stay, surgery)",DCW_161601.doc,string,,,,,,,PhenX,PX161601020205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem3_Type,Health Problem 3 - Type,DCW_161601.doc,string,,,,,,,PhenX,PX161601020301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem3_Date_Month,Health Problem 3 - Date - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem3_Date_Day,Health Problem 3 - Date - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem3_Date_Year,Health Problem 3 - Date - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601020304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Health_Problem3_Remarks,"Health Problem 3 - Remarks (e.g., medications, special tests, x-rays, length of hospital stay, surgery)",DCW_161601.doc,string,,,,,,,PhenX,PX161601020305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Type,"Allergy/Sensitivity 1 - Type (include medications, foods, environmental, or other)",DCW_161601.doc,string,,,,,,,PhenX,PX161601030101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Reaction,Allergy/Sensitivity 1 - Reaction,DCW_161601.doc,string,,,,,,,PhenX,PX161601030102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Date_Last_Occurred_Month,Allergy/Sensitivity 1 - Date Last Occurred - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Date_Last_Occurred_Day,Allergy/Sensitivity 1 - Date Last Occurred - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Date_Last_Occurred_Year,Allergy/Sensitivity 1 - Date Last Occurred - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity1_Treatment,Allergy/Sensitivity 1 - Treatment,DCW_161601.doc,string,,,,,,,PhenX,PX161601030106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Type,"Allergy/Sensitivity 2 - Type (include medications, foods, environmental, or other)",DCW_161601.doc,string,,,,,,,PhenX,PX161601030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Reaction,Allergy/Sensitivity 2 - Reaction,DCW_161601.doc,string,,,,,,,PhenX,PX161601030202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Date_Last_Occurred_Month,Allergy/Sensitivity 2 - Date Last Occurred - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Date_Last_Occurred_Day,Allergy/Sensitivity 2 - Date Last Occurred - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Date_Last_Occurred_Year,Allergy/Sensitivity 2 - Date Last Occurred - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity2_Treatment,Allergy/Sensitivity 2 - Treatment,DCW_161601.doc,string,,,,,,,PhenX,PX161601030206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Type,"Allergy/Sensitivity 3 - Type (include medications, foods, environmental, or other)",DCW_161601.doc,string,,,,,,,PhenX,PX161601030301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Reaction,Allergy/Sensitivity 3 - Reaction,DCW_161601.doc,string,,,,,,,PhenX,PX161601030302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Date_Last_Occurred_Month,Allergy/Sensitivity 3 - Date Last Occurred - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Date_Last_Occurred_Day,Allergy/Sensitivity 3 - Date Last Occurred - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Date_Last_Occurred_Year,Allergy/Sensitivity 3 - Date Last Occurred - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601030305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Allergy/Sensitivity3_Treatment,Allergy/Sensitivity 3 - Treatment,DCW_161601.doc,string,,,,,,,PhenX,PX161601030306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Chicken_Pox_Age,Chicken Pox - Age,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Chicken_Pox_Date_Month,Chicken Pox - Date - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Chicken_Pox_Date_Day,Chicken Pox - Date - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Chicken_Pox_Date_Year,Chicken Pox - Date - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Chicken_Pox_Remarks,Chicken Pox - Remarks,DCW_161601.doc,string,,,,,,,PhenX,PX161601040105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Measles_Age,Measles - Age,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Measles_Date_Month,Measles - Date - Month,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Measles_Date_Day,Measles - Date - Day,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Measles_Date_Year,Measles - Date - Year,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Measles_Remarks,Measles - Remarks,DCW_161601.doc,string,,,,,,,PhenX,PX161601040205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX161601_Rubella_Age,Rubella - Age,DCW_161601.doc,integer,,,,,,,PhenX,PX161601040301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
