VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Marijuana_Pleasant_Right_Now,Smoking marijuana would be pleasant right now.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304010000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Could_Not_Limit_Marijuana,I could not easily limit how much marijuana I smoked right now.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304020000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Making_Plans_For_Marijuana,"Right now, I am making plans to use marijuana.",DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304030000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_More_In_Control_Marijuana,I would feel more in control of things right now if I could smoke marijuana.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304040000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Marijuana_Sleep_Better,Smoking marijuana would help me sleep better at night.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304050000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Marijuana_Less_Tense,"If I smoked marijuana right now, I would feel less tense.",DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304060000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Unable_Control_How_Much_Marijuana,I would not be able to control how much marijuana I smoked if I had some here.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304070000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Great_To_Smoke_Marijuana,It would be great to smoke marijuana right now.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304080000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Less_Anxious_Marijuana,I would feel less anxious if I smoked marijuana right now.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304090000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Need_Marijuana,I need to smoke marijuana now.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304100000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Marijuana_Less_Nervous,"If I were smoking marijuana right now, I would feel less nervous.",DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304110000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520304_Marijuana_Would_Make_Me_Content,Smoking marijuana would make me content.,DCW_520304.doc,encoded values,,,,,,,PhenX,PX520304120000,,,,,1 = STRONGLY DISAGREE,2,3,4,5,6,7 = STRONGLY AGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
