VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX910901_Factor_Nine_Individual_Standard_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) to ensure quality specimens for coagulation testing followed?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901010100,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Winged_Butterfly,Was a winged butterfly collection system used?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901010200,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Discard_Tube,Was a discard tube drawn?,DCW_910901.doc,enumerated,,,,,ASK IF Q1.2=YES,,PhenX,PX910901010201,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020100,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Capped_Room_Temp,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020200,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Not_Refrigerated_Stored,Were samples not refrigerated or stored on ice or in an ice bath?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020300,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Not_Transported_Vertically,Were samples not transported vertically?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020400,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Not_Agitated,Were samples not agitated during transportation to avoid remixing of components?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020500,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Transported_Stored,Were procedures for samples transportation and storage followed?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020600,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Unprocessed_Sodium_Citrate,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020700,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Whole_Blood_Centrifuged,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020800,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Sample_Processing_Plasma_Processed_Centrifugation,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901020900,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Whole_Blood_PPP,Were whole blood samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_910901.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910901020901,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Whole_Blood_Assayed,Were samples assayed within 4 hours of collection?,DCW_910901.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910901020902,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter?",DCW_910901.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910901020903,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Frozen_Immediately,Were centrifuged samples frozen immedietely and stored at -20C for 2 weeks?,DCW_910901.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910901020904,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Transferred_Storage,"Were samples transferred to <-70C for longer storage, including shipment?",DCW_910901.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910901020905,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_One_Stage_Clotting_Factor_Assay,Were appropriate assays and instruments to perform the one-stage clotting factor assay used?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901030000,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Individual_Pharmacokinetic_Study,"Was a one-stage clotting factor assay performed according to the parameters outlined by Subcommittee on Factor VIII and Factor IX of the Scientific and Standardization Committee of the International Society on Thrombosis and Haemostasis (Lee et al., 2001)?",DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040100,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Before_Infusion_Baseline,Was Factor IX activity tested before infusion (baseline)?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040200,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion,Was Factor IX activity tested 10-15 minutes after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040300,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Minutes_30,Was Factor IX activity tested 30 minutes after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040400,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_1,Was Factor IX activity tested 1 hour after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040500,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_3,Was Factor IX activity tested 3 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040600,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_6,Was Factor IX activity tested 6 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040700,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_9,Was Factor IX activity tested 9 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040800,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_24,Was Factor IX activity tested 24 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901040900,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_48,Was Factor IX activity tested 48 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901041000,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_After_Infusion_Hours_60,Was Factor IX activity tested 50 hours after infusion?,DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901041100,,,,,Yes,No
PX910901_Factor_Nine_Individual_Standard_Interpretation_Individual_Pharmacokinetic_Study,"Were results interpreted according to: The half-life of Factor IX therapies is highly variable (see [Iorio, 2017]), and the level at which an inhibitor is suggested has not been established. ",DCW_910901.doc,enumerated,,,,,,,PhenX,PX910901050000,,,,,Yes,No
