"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX950201_Rand_Impacts_Covid19_National_International_News_Most_Frequent","Where do you get most of your national and international news? Please rank the top four in the order you use them. Most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201010100","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = I don't consume national or international news","","","","","","","","",""
"PX950201_Rand_Impacts_Covid19_National_International_News_Second_Most_Frequent","Where do you get most of your national and international news? Please rank the top four in the order you use them. 2nd most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201010200","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = I don't consume national or international news","","","","","","","","",""
"PX950201_Rand_Impacts_Covid19_National_International_News_Third_Most_Frequent","Where do you get most of your national and international news? Please rank the top four in the order you use them. 3rd most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201010300","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = I don't consume national or international news","","","","","","","","",""
"PX950201_Rand_Impacts_Covid19_National_International_News_Fourth_Most_Frequent","Where do you get most of your national and international news? Please rank the top four in the order you use them. 4th most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201010400","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = I don't consume national or international news","","","","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Frequency_Most","Where do you get most of your information about the coronavirus (COVID-19)? Please rank the top four in the order you use them. Most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201020100","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Frequency_Second_Most","Where do you get most of your information about the coronavirus (COVID-19)? Please rank the top four in the order you use them. 2nd most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201020200","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Frequency_Third_Most","Where do you get most of your information about the coronavirus (COVID-19)? Please rank the top four in the order you use them. 3rd most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201020300","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Frequency_Fourth_Most","Where do you get most of your information about the coronavirus (COVID-19)? Please rank the top four in the order you use them. 4th most frequently","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201020400","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Most_Reliable","Which source provides the most reliable information about the coronavirus (COVID-19), in your opinion? Please rank the top four. Most reliable","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201030100","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
"PX950201_Rand_Impacts_Covid19_Information_Coronavirus_Second_Most_Reliable","Which source provides the most reliable information about the coronavirus (COVID-19), in your opinion? Please rank the top four. 2nd most reliable","DCW_950201.doc","encoded values","","","","","","","PhenX","PX950201030200","","","","","1 = Print (e.g. newspapers, news magazines [e.g. Time or Newsweek)]","2 = Broadcast television (e.g. ABC, NBC, CBS)","3 = Cable television (e.g. CNN, FOX, MSNBC)","4 = Radio news programs (including streaming, e.g. Sirius)","5 = Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)","6 = Social media (e.g. Twitter, Facebook, NextDoor)","7 = Friends, family, or personal networks (e.g. work, church)","8 = State or local government","9 = Federal government officials other than the President (such as the CDC, Anthony Fauci, Deborah Birx)","10 = The President","11 = I don't consume news about the coronavirus","","","","","",""
