VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Hours_High_School,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) During high school?  Average hours per week?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010101,,,,,None,1/2 hr per week,1 hr per week,1 1/2 hrs per week,2 hrs per week,3 hrs per week,4-6 hrs per week,7-10 hrs per week,11 or more hrs per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Months_High_School,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) During high school?  Average months per year?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010102,,,,,1-3 months per year,4-6 months per year,7-9 months per year,10-12 months per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Hours_Age18_24,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 18 and 24?  Average hours per week?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010201,,,,,None,1/2 hr per week,1 hr per week,1 1/2 hrs per week,2 hrs per week,3 hrs per week,4-6 hrs per week,7-10 hrs per week,11 or more hrs per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Months_Age18_24,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 18 and 24?  Average months per year?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010202,,,,,1-3 months per year,4-6 months per year,7-9 months per year,10-12 months per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Hours_Age25_34,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 25 and 34?  Average hours per week?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010301,,,,,None,1/2 hr per week,1 hr per week,1 1/2 hrs per week,2 hrs per week,3 hrs per week,4-6 hrs per week,7-10 hrs per week,11 or more hrs per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Months_Age25_34,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 25 and 34?  Average months per year?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010302,,,,,1-3 months per year,4-6 months per year,7-9 months per year,10-12 months per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Hours_Age35_44,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 35 and 44?  Average hours per week?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010401,,,,,None,1/2 hr per week,1 hr per week,1 1/2 hrs per week,2 hrs per week,3 hrs per week,4-6 hrs per week,7-10 hrs per week,11 or more hrs per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Months_Age35_44,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 35 and 44?  Average months per year?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010402,,,,,1-3 months per year,4-6 months per year,7-9 months per year,10-12 months per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Hours_Age45_54,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 45 and 54?  Average hours per week?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010501,,,,,None,1/2 hr per week,1 hr per week,1 1/2 hrs per week,2 hrs per week,3 hrs per week,4-6 hrs per week,7-10 hrs per week,11 or more hrs per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX070201_Strenuous_Exercise_Months_Age45_54,"How often did you participate in STRENUOUS exercise activities or sports (e.g., swimming laps, aerobics, calisthenics, running, jogging, basketball, cycling on hills, racquetball) Between ages 45 and 54?  Average months per year?",DCW_070201.doc,enumerated,,,,,,,PhenX,PX070201010502,,,,,1-3 months per year,4-6 months per year,7-9 months per year,10-12 months per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
