"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Team_Encourage_Contact","Radiation therapy team refers to the doctors, nurses, therapists, technicians, and their support staff involved with your radiation therapy through this cancer center. Since it was decided that you would have radiation therapy, did your radiation therapy team encourage you to contact them with questions between visits?","DCW_320803.doc","enumerated","","","","","","","PhenX","PX320803010000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Team_Call_Side_Effects","Since it was decided that you would have radiation therapy, did your radiation therapy team tell you to call them immediately if you have certain symptoms or side effects?","DCW_320803.doc","enumerated","","","","","","","PhenX","PX320803020000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Team_Contact_After_Hours","Since it was decided that you would have radiation therapy, did your radiation therapy team give you clear instructions about how to contact them after regular office hours?","DCW_320803.doc","enumerated","","","","","","","PhenX","PX320803030000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Team_Involve_Family","Since it was decided that you would have radiation therapy, did your radiation therapy team involve your family members or close friends in discussions about your cancer or cancer care as much as you wanted?","DCW_320803.doc","enumerated","","","","","","","PhenX","PX320803040000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Last_Time_Cancer_Surgery_Center","When was the last time you received radiation therapy for cancer from this cancer center?","DCW_320803.doc","enumerated","","","","","","","PhenX","PX320803050000","","","","","In the last 6 months","More than 6 months ago","","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Center_Visit_Times","In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.","DCW_320803.doc","enumerated","","","","","ASK IF 'When was the last time you received radiation therapy for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320803060000","","","","","None","1 to 5 times","6 to 10 times","11 or more times","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Center_Contact_Immediate_Care","In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?","DCW_320803.doc","enumerated","","","","","ASK IF 'When was the last time you received radiation therapy for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320803070000","","","","","Yes","No","","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Center_Appointment_Immediacy","In the last 6 months, when you contacted this cancer center to get an appointment for care you needed right away, how often did you get an appointment as soon as you needed?","DCW_320803.doc","enumerated","","","","","ASK IF 'When was the last time you received radiation therapy for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?' != 'No' and 'In the last 6 months, did you contact this cancer center to get an appointment for an illness, injury, or condition that needed care right away?' != 'No'","","PhenX","PX320803080000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Center_Appointment_Last_Six_Months","In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?","DCW_320803.doc","enumerated","","","","","ASK IF 'When was the last time you received radiation therapy for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320803090000","","","","","Yes","No","","","","","","","","",""
"PX320803_Patient_Experience_Cancer_Care_Radiation_Therapy_Immediacy","In the last 6 months, when you made an appointment for a check - up or routine care at this cancer center, how often did you get an appointment as soon as you needed?","DCW_320803.doc","enumerated","","","","","ASK IF 'When was the last time you received radiation therapy for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your radiation therapy team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?' != 'No' and 'In the last 6 months, did you make any appointments for a check - up or routine care at this cancer center?' != 'No'","","PhenX","PX320803100000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
