VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_Doctor_Appointment_Past12months,"In the past 12 months, did you try to make an appointment to see a doctor or nurse?",DCW_820101.doc,enumerated,,,,,,,PhenX,PX820101010000,,,,,Yes,"No (If No, Go to Question 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_Frequency_Get_Appointment_Past12months,"In the past 12 months, when you tried to make an appointment to see a doctor or nurse, how often were you able to get one as soon as you wanted?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q1=Yes,PhenX,PX820101020000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_SatisfiedCareReceived_Appointment_Past12months,"In the past 12 months, how often were you satisfied with the care you received during these scheduled appointments?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q1=Yes,PhenX,PX820101030000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_DoctorNurse_UsuallySee,"Do you have a doctor or nurse who you usually see if you need a check-up, want advice about a health problem, or get sick or hurt?",DCW_820101.doc,enumerated,,,,,,,PhenX,PX820101040000,,,,,Yes,"No (If No, Go to Question 13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_Visits_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how many visits have you had with this doctor or nurse?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101050000,,,,,"0 visits (If 0 visits, Go to Question 13)",1 visit,2 visits,3 visits,4 or more visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_ExplainThings_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how often did this doctor or nurse explain things in a way that is easy to understand?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101060000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_ListenCarefully_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how often did this doctor or nurse listen carefully to you?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101070000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_CourtesyRespect_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how often did this doctor or nurse treat you with courtesy and respect?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101080000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_EnoughTime_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how often did this doctor or nurse spend enough time with you?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101090000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX820101_QualityOfCareAdults_SatisfiedCare_DoctorNurse_UsuallySee_Past12months,"In the past 12 months, how often were you satisfied with the care you received from this doctor or nurse?",DCW_820101.doc,enumerated,,,,,skip logic,ASK IF Q4=Yes,PhenX,PX820101100000,,,,,Never,Sometimes,Usually,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
