VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Number_Chair_Stands,Total number of stands executed in 30 seconds,DCW_150202.doc,integer,,,,,,,PhenX,PX150202010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Gender,Participant's gender,DCW_150202.doc,enumerated,,,,,,,PhenX,PX150202020000,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Number_Curls,Total number of curls made correctly within 30 seconds,DCW_150202.doc,integer,,,,,,,PhenX,PX150202030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Yards_Walked,Total number of yards walked in 6 minutes,DCW_150202.doc,integer,yards,,,,to the nearest 5 yards,,PhenX,PX150202040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Knee_Raises,Total number of times the right knee reaches the minimum height in 2 minutes,DCW_150202.doc,integer,,,,,,,PhenX,PX150202050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_First_Chair_Reach,"In the first trial, the number of inches person is short of reaching the toe (minus score) or reaches beyond the toe (plus score). The middle of the toe at the end of the shoe represents a zero score.",DCW_150202.doc,decimal,inch,,,,record to the nearest half inch,,PhenX,PX150202060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Second_Chair_Reach,"In the second trial, the number of inches person is short of reaching the toe (minus score) or reaches beyond the toe (plus score). The middle of the toe at the end of the shoe represents a zero score.",DCW_150202.doc,decimal,inch,,,,record to the nearest half inch,,PhenX,PX150202070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_First_Back_Scratch,"In the first trial, the distance of overlap or distance between the tips of the middle fingers is measured to the nearest 1/2 in. A minus score (-) is given to represent a distance short of touching; a plus score (+) represents the amount of an overlap.",DCW_150202.doc,decimal,inch,,,,record to the nearest half inch,,PhenX,PX150202080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Second_Back_Scratch,"In the second trial, the distance of overlap or distance between the tips of the middle fingers is measured to the nearest 1/2 in. A minus score (-) is given to represent a distance short of touching; a plus score (+) represents the amount of an overlap.",DCW_150202.doc,decimal,inch,,,,record to the nearest half inch,,PhenX,PX150202090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_First_Up_And_Go,"In the first trial, the time elapsed from the signal ""go"" until the participant returns to a seated position in the chair.",DCW_150202.doc,decimal,second,,,,record to the nearest 1/10th second,,PhenX,PX150202100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX150202_Second_Up_And_Go,"In the second trial, the time elapsed from the signal ""go"" until the participant returns to a seated position in the chair.",DCW_150202.doc,decimal,second,,,,record to the nearest 1/10th second,,PhenX,PX150202110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
