"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Social_Exclusion_People_Backed_Away","Social Exclusion: People have physically backed away from me because I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301010000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Social_Exclusion_Telling_Others_Mistake","Social Exclusion: As a rule, telling others that I have SCD has been a mistake.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301020000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Social_Exclusion_People_Afraid","Social Exclusion: People seem to be afraid of me because I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301030000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Internalized_Stigma_Feel_Guilty","Internalized Stigma: I feel guilty because I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301040000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Internalized_Stigma_Feel_Bad_Person","Internalized Stigma: Having SCD makes me feel that I am a bad person.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301050000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Internalized_Stigma_Feel_Not_Good_As_Others","Internalized Stigma: I feel I am not as good as others because I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301060000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Disclosure_Concerns_No_One_Knows","Disclosure Concerns: In many areas of my life, no one knows that I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301070000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Disclosure_Concerns_Careful_Who_Tell","Disclosure Concerns: I am very careful who I tell that I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301080000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Disclosure_Concerns_Telling_Someone_Risky","Disclosure Concerns: Telling someone I have SCD is risky.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301090000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Expected_Discrimination_Lose_Job_Employers_Learn","Expected Discrimination: People lose jobs when employers learn they have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301100000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
"PX870301_Internal_Stigma_Sickle_Cell_Disease_Expected_Discrimination_Against","Expected Discrimination: I worry about people discriminating against me because I have SCD.","DCW_870301.doc","encoded values","","","","","","","PhenX","PX870301110000","","","","","1 = completely false","2 = mostly false","3 = somewhat false (more false than true)","4 = somewhat true (more true than false)","5 = mostly true,6 = completely true"
